mhi,pop,pop_black,STATEFP,COUNTYFP,TRACTCE,FIPS,P_black
203636.0,1990.0,48.0,13,121,010107,13121010107,0.024120603015075376
80641.0,16329.0,15337.0,13,121,010304,13121010304,0.9392491885602303
34830.0,4298.0,3979.0,13,121,010603,13121010603,0.9257794322940903
23684.0,196.0,196.0,13,121,003700,13121003700,1.0
28056.0,2902.0,2716.0,13,121,002400,13121002400,0.9359062715368711
42500.0,7721.0,2031.0,13,199,970700,13199970700,0.2630488278720373
33457.0,4521.0,3070.0,13,199,970800,13199970800,0.6790533067905331
55609.0,4205.0,187.0,13,149,970200,13149970200,0.04447086801426873
39952.0,4446.0,573.0,13,149,970100,13149970100,0.12887989203778677
61154.0,3085.0,264.0,13,149,970300,13149970300,0.08557536466774716
172279.0,6206.0,160.0,13,089,021214,13089021214,0.025781501772478246
80692.0,6793.0,791.0,13,089,021209,13089021209,0.11644339761519211
51555.0,16529.0,15427.0,13,089,023418,13089023418,0.93332930001815
48638.0,7087.0,5959.0,13,089,023303,13089023303,0.8408353322985749
72537.0,4297.0,658.0,13,089,021502,13089021502,0.15313009076099604
90648.0,7102.0,1642.0,13,089,022500,13089022500,0.23120247817516193
30283.0,2814.0,2494.0,13,121,002500,13121002500,0.8862828713574982
33611.0,1672.0,1584.0,13,121,002600,13121002600,0.9473684210526315
23587.0,3368.0,3009.0,13,121,004400,13121004400,0.8934085510688836
22696.0,4953.0,4869.0,13,121,008601,13121008601,0.9830405814657783
19740.0,3412.0,2840.0,13,121,007400,13121007400,0.8323563892145369
38080.0,6367.0,6298.0,13,121,008201,13121008201,0.9891628710538716
27093.0,2357.0,2277.0,13,121,008202,13121008202,0.9660585490029698
126711.0,3925.0,294.0,13,121,010108,13121010108,0.07490445859872612
73727.0,8275.0,1332.0,13,121,010110,13121010110,0.1609667673716012
71457.0,10840.0,10767.0,13,121,010303,13121010303,0.9932656826568266
66425.0,4943.0,912.0,13,089,021603,13089021603,0.18450333805381347
68216.0,6732.0,2960.0,13,089,021806,13089021806,0.43969102792632203
89146.0,4371.0,538.0,13,089,022302,13089022302,0.1230839624799817
32083.0,6698.0,1419.0,13,089,022402,13089022402,0.21185428486115257
136711.0,4361.0,902.0,13,089,022800,13089022800,0.20683329511579912
59983.0,5569.0,5142.0,13,089,023209,13089023209,0.9233255521637637
49980.0,3480.0,3181.0,13,089,023211,13089023211,0.914080459770115
46509.0,10076.0,9550.0,13,089,023309,13089023309,0.9477967447399762
40830.0,10967.0,10387.0,13,089,023310,13089023310,0.9471140694811708
69542.0,6603.0,6058.0,13,089,023414,13089023414,0.9174617598061487
72303.0,3188.0,2055.0,13,089,023601,13089023601,0.6446047678795483
99337.0,6785.0,758.0,13,089,021809,13089021809,0.11171702284450995
46448.0,5572.0,4312.0,13,089,021906,13089021906,0.7738693467336684
39266.0,5395.0,3989.0,13,089,022005,13089022005,0.7393883225208526
82131.0,6600.0,1119.0,13,089,022600,13089022600,0.16954545454545455
51222.0,4201.0,2982.0,13,089,023107,13089023107,0.7098309926208046
32000.0,3361.0,3140.0,13,089,023501,13089023501,0.9342457601904195
38156.0,3650.0,3198.0,13,089,023603,13089023603,0.8761643835616438
47712.0,6054.0,4764.0,13,089,023700,13089023700,0.7869177403369673
81103.0,4125.0,2361.0,13,089,023801,13089023801,0.5723636363636364
33682.0,8059.0,7633.0,13,089,023210,13089023210,0.9471398436530587
78486.0,6762.0,461.0,13,117,130406,13117130406,0.06817509612540669
63000.0,3537.0,100.0,13,117,130408,13117130408,0.02827254735651682
66000.0,3396.0,90.0,13,117,130409,13117130409,0.026501766784452298
47813.0,4723.0,566.0,13,117,130410,13117130410,0.11983908532712259
92990.0,8822.0,1518.0,13,135,050214,13135050214,0.17206982543640897
64306.0,2907.0,692.0,13,135,050215,13135050215,0.23804609563123494
83193.0,10971.0,1514.0,13,135,050216,13135050216,0.13800018229878772
91451.0,9388.0,1922.0,13,135,050217,13135050217,0.20472944184064765
68529.0,4488.0,525.0,13,135,050218,13135050218,0.11697860962566844
67188.0,3662.0,986.0,13,135,050219,13135050219,0.2692517749863463
57845.0,6957.0,2652.0,13,135,050220,13135050220,0.3811987925830099
41711.0,3937.0,2098.0,13,135,050317,13135050317,0.5328930657861316
47321.0,2807.0,1457.0,13,135,050318,13135050318,0.5190594941218383
42500.0,5856.0,1265.0,13,135,050320,13135050320,0.21601775956284153
43355.0,6759.0,1758.0,13,135,050319,13135050319,0.2600976475810031
50172.0,7363.0,1900.0,13,067,030228,13067030228,0.2580469917153334
79243.0,13473.0,4016.0,13,067,030230,13067030230,0.29807763675499144
108375.0,6472.0,2555.0,13,067,030232,13067030232,0.39477750309023485
102868.0,4631.0,1381.0,13,067,030233,13067030233,0.2982077305117685
118810.0,6630.0,1405.0,13,067,030234,13067030234,0.2119155354449472
105819.0,4948.0,928.0,13,067,030235,13067030235,0.18755052546483428
145938.0,4804.0,413.0,13,067,030236,13067030236,0.08597002497918402
113047.0,6741.0,926.0,13,067,030238,13067030238,0.13736834297581962
131750.0,7819.0,716.0,13,067,030239,13067030239,0.09157181225220616
160750.0,3987.0,56.0,13,067,030340,13067030340,0.014045648357160772
121167.0,4301.0,478.0,13,067,030341,13067030341,0.1111369448965357
44015.0,7819.0,1637.0,13,015,960700,13015960700,0.20936181097327025
53527.0,3873.0,200.0,13,015,960801,13015960801,0.051639555899819264
40551.0,3087.0,88.0,13,015,960802,13015960802,0.02850664075153871
53471.0,8892.0,1681.0,13,015,960600,13015960600,0.1890463337831759
49531.0,11099.0,756.0,13,015,960200,13015960200,0.06811424452653392
62716.0,8371.0,1389.0,13,015,960500,13015960500,0.1659299964161988
70000.0,8230.0,549.0,13,015,961000,13015961000,0.06670716889428918
65576.0,6452.0,339.0,13,015,960300,13015960300,0.05254184748915065
53636.0,5557.0,147.0,13,015,960803,13015960803,0.026453122188231058
55116.0,11259.0,4637.0,13,097,080202,13097080202,0.411848299138467
43484.0,13020.0,9067.0,13,097,080301,13097080301,0.6963901689708142
25651.0,3966.0,3659.0,13,121,006700,13121006700,0.9225920322743318
73429.0,3483.0,1621.0,13,121,006900,13121006900,0.46540338788400804
45451.0,2651.0,2536.0,13,121,007002,13121007002,0.9566201433421351
25489.0,2751.0,2477.0,13,121,007100,13121007100,0.9003998545983278
28318.0,1917.0,1892.0,13,121,008302,13121008302,0.9869587897756912
71482.0,7359.0,1798.0,13,121,009200,13121009200,0.24432667481994835
171875.0,5403.0,85.0,13,121,010204,13121010204,0.015732000740329447
61575.0,5401.0,2277.0,13,121,010209,13121010209,0.4215885947046843
50980.0,8551.0,4328.0,13,121,010400,13121010400,0.5061396327914863
58750.0,6698.0,4049.0,13,063,040609,13063040609,0.604508808599582
63980.0,4604.0,3728.0,13,063,040513,13063040513,0.8097306689834927
44551.0,8489.0,4582.0,13,063,040408,13063040408,0.5397573330192014
66490.0,4617.0,524.0,13,121,001500,13121001500,0.11349361056963396
26683.0,1268.0,1165.0,13,121,002300,13121002300,0.918769716088328
124358.0,5919.0,545.0,13,121,011419,13121011419,0.09207636425071802
48988.0,8235.0,1456.0,13,121,011420,13121011420,0.17680631451123255
50326.0,4280.0,990.0,13,121,011421,13121011421,0.23130841121495327
70833.0,3795.0,464.0,13,121,011422,13121011422,0.12226613965744401
128085.0,4774.0,266.0,13,121,011423,13121011423,0.05571847507331378
95410.0,5748.0,1221.0,13,121,011424,13121011424,0.21242171189979123
162672.0,7236.0,762.0,13,121,011425,13121011425,0.10530679933665009
126375.0,2465.0,118.0,13,121,011426,13121011426,0.04787018255578093
126452.0,7950.0,544.0,13,121,011427,13121011427,0.06842767295597484
168750.0,11325.0,847.0,13,121,011503,13121011503,0.07479028697571743
236149.0,13727.0,442.0,13,121,011504,13121011504,0.032199315218183144
166938.0,4377.0,425.0,13,121,011505,13121011505,0.09709846927119031
165266.0,5969.0,393.0,13,121,011506,13121011506,0.06584017423353995
114464.0,5918.0,898.0,13,121,011610,13121011610,0.15174045285569449
68620.0,8707.0,1790.0,13,121,011611,13121011611,0.20558171586080165
150901.0,3376.0,235.0,13,121,011612,13121011612,0.0696090047393365
110066.0,7137.0,1184.0,13,121,011613,13121011613,0.16589603474849376
74184.0,15411.0,3551.0,13,121,011614,13121011614,0.23041982999156446
161263.0,10672.0,917.0,13,121,011615,13121011615,0.08592578710644677
104176.0,6372.0,948.0,13,121,011616,13121011616,0.1487758945386064
144125.0,7891.0,369.0,13,121,011617,13121011617,0.04676213407679635
122857.0,4599.0,624.0,13,121,011618,13121011618,0.13568166992824526
93750.0,7869.0,1113.0,13,121,011619,13121011619,0.1414410979794129
141513.0,10206.0,1158.0,13,121,011620,13121011620,0.11346266901822458
157692.0,6962.0,375.0,13,121,011621,13121011621,0.05386383223211721
149583.0,11005.0,1419.0,13,121,011622,13121011622,0.12894139027714674
121389.0,12517.0,1361.0,13,121,011623,13121011623,0.10873212431093712
196016.0,4138.0,486.0,13,121,011624,13121011624,0.11744804253262446
122361.0,8542.0,845.0,13,121,011625,13121011625,0.09892296885975181
102699.0,9546.0,1169.0,13,121,011626,13121011626,0.12245966897129688
30972.0,1867.0,1385.0,13,121,011800,13121011800,0.741831815747188
25699.0,3517.0,2106.0,13,121,011900,13121011900,0.5988058003980665
27188.0,3311.0,2762.0,13,121,012000,13121012000,0.8341890667472063
151875.0,4065.0,341.0,13,135,050308,13135050308,0.08388683886838869
35882.0,5907.0,944.0,13,135,050417,13135050417,0.15981039444726597
84151.0,6545.0,961.0,13,135,050427,13135050427,0.146829640947288
106287.0,7643.0,1473.0,13,135,050713,13135050713,0.19272536961925946
53875.0,5751.0,3077.0,13,135,050719,13135050719,0.5350373848026431
80772.0,11311.0,1672.0,13,135,050103,13135050103,0.14782070550791265
51794.0,9279.0,1862.0,13,135,050313,13135050313,0.20066817544994073
67833.0,3895.0,2377.0,13,135,050416,13135050416,0.6102695763799744
37970.0,7323.0,1698.0,13,135,050418,13135050418,0.23187218353133962
39133.0,8163.0,1384.0,13,135,050422,13135050422,0.16954551022908246
47539.0,8218.0,1828.0,13,135,050424,13135050424,0.222438549525432
41512.0,5390.0,1965.0,13,135,050520,13135050520,0.3645640074211503
58897.0,5879.0,1592.0,13,135,050521,13135050521,0.2707943527810852
79971.0,5952.0,1181.0,13,135,050715,13135050715,0.1984206989247312
70102.0,5942.0,1294.0,13,135,050310,13135050310,0.21777179400875127
75042.0,8690.0,4786.0,13,135,050721,13135050721,0.5507479861910242
104302.0,2830.0,599.0,13,135,050311,13135050311,0.211660777385159
51930.0,7885.0,1376.0,13,135,050419,13135050419,0.17450856055802155
49836.0,3592.0,1103.0,13,217,100400,13217100400,0.30707126948775054
43031.0,5929.0,2785.0,13,217,100600,13217100600,0.4697250801146905
55948.0,10812.0,2456.0,13,217,100800,13217100800,0.22715501294857565
39555.0,6255.0,3861.0,13,217,100700,13217100700,0.6172661870503597
109643.0,2730.0,26.0,13,117,130503,13117130503,0.009523809523809525
79653.0,4113.0,167.0,13,117,130504,13117130504,0.040602966204716755
92805.0,2701.0,20.0,13,117,130505,13117130505,0.0074046649389115145
93750.0,3597.0,0.0,13,117,130506,13117130506,0.0
78352.0,3147.0,0.0,13,117,130507,13117130507,0.0
129375.0,5570.0,138.0,13,117,130508,13117130508,0.024775583482944345
123281.0,4625.0,175.0,13,067,030342,13067030342,0.03783783783783784
127375.0,4455.0,57.0,13,067,030343,13067030343,0.012794612794612794
49206.0,3850.0,2206.0,13,067,030344,13067030344,0.5729870129870129
71676.0,5602.0,2116.0,13,067,030345,13067030345,0.3777222420564084
74196.0,4642.0,563.0,13,067,030407,13067030407,0.12128392934080137
77577.0,2862.0,389.0,13,067,030408,13067030408,0.13591893780573025
120156.0,3184.0,84.0,13,067,030409,13067030409,0.026381909547738693
67993.0,4656.0,930.0,13,067,030410,13067030410,0.19974226804123713
38994.0,2206.0,1138.0,13,067,030411,13067030411,0.5158658204895739
46094.0,5269.0,1926.0,13,067,030412,13067030412,0.365534256974758
50325.0,5554.0,2028.0,13,067,030413,13067030413,0.3651422398271516
44578.0,3389.0,1826.0,13,067,030414,13067030414,0.5388020064915905
65259.0,4824.0,1102.0,13,067,030506,13067030506,0.22844112769485903
84545.0,4979.0,936.0,13,067,030507,13067030507,0.18798955613577023
66991.0,9189.0,3086.0,13,067,030601,13067030601,0.33583632604200675
92684.0,6709.0,839.0,13,067,030602,13067030602,0.1250558950663288
45917.0,1411.0,889.0,13,067,031113,13067031113,0.630049610205528
56370.0,7511.0,2690.0,13,067,031114,13067031114,0.35814139262415123
48619.0,4588.0,1395.0,13,097,080505,13097080505,0.30405405405405406
86988.0,9296.0,1376.0,13,097,080402,13097080402,0.14802065404475043
73889.0,5478.0,2823.0,13,097,080602,13097080602,0.5153340635268346
65668.0,5410.0,1438.0,13,097,080201,13097080201,0.2658040665434381
61654.0,6069.0,1543.0,13,097,080506,13097080506,0.2542428736200362
72368.0,3613.0,1207.0,13,097,080507,13097080507,0.33407140880154995
56719.0,8399.0,7814.0,13,121,010511,13121010511,0.9303488510536969
66144.0,13374.0,11545.0,13,121,010514,13121010514,0.8632421115597427
50893.0,5106.0,3851.0,13,121,011301,13121011301,0.7542107324716021
117157.0,6745.0,928.0,13,121,011410,13121011410,0.13758339510748702
85114.0,7659.0,1407.0,13,121,011411,13121011411,0.18370544457500979
80389.0,7683.0,1889.0,13,121,011414,13121011414,0.24586749967460628
14375.0,2235.0,2124.0,13,121,006802,13121006802,0.9503355704697987
37500.0,1725.0,1665.0,13,121,006200,13121006200,0.9652173913043478
50163.0,3843.0,2883.0,13,121,006500,13121006500,0.7501951600312255
74189.0,10565.0,6581.0,13,247,060202,13247060202,0.6229058211074302
42517.0,7148.0,6533.0,13,089,023213,13089023213,0.9139619473978735
48150.0,6165.0,6005.0,13,089,023214,13089023214,0.9740470397404704
-666666666.0,2240.0,1806.0,13,089,023115,13089023115,0.80625
82019.0,5045.0,4595.0,13,089,023311,13089023311,0.910802775024777
72651.0,10571.0,9689.0,13,089,023312,13089023312,0.9165641850345284
55143.0,5294.0,4933.0,13,089,023313,13089023313,0.9318095957687949
53858.0,6061.0,5656.0,13,089,023314,13089023314,0.9331793433426827
22868.0,3137.0,2266.0,13,255,160300,13255160300,0.7223461906279885
34333.0,2578.0,968.0,13,255,160900,13255160900,0.37548487199379366
69110.0,7538.0,1202.0,13,255,160200,13255160200,0.15945874237198196
49003.0,6241.0,2679.0,13,255,160500,13255160500,0.4292581317096619
57296.0,5495.0,861.0,13,255,161000,13255161000,0.15668789808917197
44548.0,5314.0,732.0,13,255,160100,13255160100,0.13774934136243885
28935.0,6366.0,3552.0,13,255,160400,13255160400,0.5579641847313855
50233.0,8343.0,2286.0,13,255,161200,13255161200,0.2740021574973031
54977.0,4019.0,150.0,13,255,160600,13255160600,0.03732271709380443
60938.0,4281.0,658.0,13,255,161100,13255161100,0.15370240597991122
45487.0,8217.0,4278.0,13,255,160700,13255160700,0.520627966411099
30131.0,3777.0,2629.0,13,255,160800,13255160800,0.6960550701615038
108786.0,8946.0,1549.0,13,135,050309,13135050309,0.17315001117818019
39656.0,3735.0,3529.0,13,063,040203,13063040203,0.9448460508701473
42169.0,4648.0,4320.0,13,063,040204,13063040204,0.9294320137693631
35434.0,4502.0,2703.0,13,063,040306,13063040306,0.6003998223011995
41083.0,5038.0,1798.0,13,063,040307,13063040307,0.3568876538308853
40313.0,2068.0,795.0,13,063,040414,13063040414,0.3844294003868472
31851.0,6527.0,4789.0,13,063,040415,13063040415,0.733721464685154
53750.0,3746.0,1647.0,13,063,040416,13063040416,0.4396689802455953
40231.0,5850.0,4717.0,13,063,040417,13063040417,0.8063247863247863
33934.0,4854.0,4627.0,13,063,040519,13063040519,0.9532344458178822
37731.0,4153.0,3512.0,13,063,040520,13063040520,0.8456537442812425
45682.0,3563.0,2644.0,13,063,040521,13063040521,0.7420712882402469
38917.0,4969.0,3626.0,13,063,040522,13063040522,0.7297242906017307
41688.0,2984.0,2399.0,13,063,040523,13063040523,0.8039544235924933
48433.0,7343.0,5912.0,13,063,040524,13063040524,0.8051205229470244
42925.0,3124.0,2635.0,13,063,040525,13063040525,0.8434699103713188
54334.0,7061.0,6268.0,13,063,040526,13063040526,0.8876929613369211
62153.0,2111.0,1327.0,13,063,040615,13063040615,0.6286120322122217
58379.0,8451.0,6961.0,13,063,040616,13063040616,0.8236895042006863
33359.0,1329.0,238.0,13,063,040617,13063040617,0.17908201655379985
66216.0,2556.0,2025.0,13,063,040619,13063040619,0.7922535211267606
72700.0,4575.0,3421.0,13,063,040620,13063040620,0.74775956284153
62705.0,10083.0,7811.0,13,063,040621,13063040621,0.7746702370326292
51672.0,8224.0,5255.0,13,063,040622,13063040622,0.6389834630350194
-666666666.0,0.0,0.0,13,063,980000,13063980000,
58750.0,2697.0,335.0,13,211,010100,13211010100,0.12421208750463478
55179.0,4059.0,551.0,13,211,010200,13211010200,0.13574772111357478
66514.0,6944.0,2954.0,13,211,010300,13211010300,0.4254032258064516
74500.0,3032.0,431.0,13,211,010400,13211010400,0.1421503957783641
71645.0,1775.0,76.0,13,211,010500,13211010500,0.0428169014084507
115500.0,5618.0,458.0,13,113,140207,13113140207,0.08152367390530438
86880.0,6864.0,783.0,13,113,140208,13113140208,0.11407342657342658
92500.0,4035.0,53.0,13,117,130101,13117130101,0.013135068153655513
83125.0,2494.0,36.0,13,117,130102,13117130102,0.014434643143544507
74773.0,4288.0,25.0,13,117,130103,13117130103,0.005830223880597015
88854.0,4213.0,34.0,13,117,130104,13117130104,0.008070258723000238
45083.0,2959.0,171.0,13,117,130105,13117130105,0.0577897938492734
98111.0,5551.0,55.0,13,117,130201,13117130201,0.009908124662223024
114572.0,4729.0,55.0,13,117,130202,13117130202,0.011630365827870586
73981.0,4411.0,2155.0,13,089,020802,13089020802,0.4885513489004761
149306.0,4713.0,529.0,13,089,021703,13089021703,0.11224273286653937
85543.0,5133.0,1037.0,13,089,021808,13089021808,0.20202610559127215
36250.0,5443.0,4042.0,13,089,021908,13089021908,0.7426051809663788
37269.0,7168.0,6055.0,13,089,021909,13089021909,0.8447265625
127957.0,9060.0,1288.0,13,089,021202,13089021202,0.1421633554083885
101437.0,9079.0,791.0,13,077,170402,13077170402,0.08712413261372398
70008.0,7964.0,720.0,13,077,170100,13077170100,0.09040683073832245
54070.0,7489.0,1270.0,13,077,170200,13077170200,0.1695820536787288
38231.0,3624.0,3245.0,13,089,023505,13089023505,0.8954194260485652
174531.0,3987.0,127.0,13,089,022403,13089022403,0.031853523952846755
47012.0,4268.0,3948.0,13,089,023507,13089023507,0.9250234301780693
56821.0,5862.0,4560.0,13,089,023803,13089023803,0.7778915046059366
147614.0,4476.0,171.0,13,089,020300,13089020300,0.03820375335120643
63313.0,2050.0,998.0,13,089,020600,13089020600,0.4868292682926829
66120.0,9751.0,5732.0,13,097,080604,13097080604,0.5878371449082146
31042.0,7305.0,1889.0,13,121,001002,13121001002,0.25859000684462696
93143.0,5206.0,749.0,13,121,001202,13121001202,0.14387245485977718
103846.0,2904.0,385.0,13,121,001001,13121001001,0.13257575757575757
80476.0,4527.0,617.0,13,121,001201,13121001201,0.13629335100508064
13456.0,4565.0,4410.0,13,121,007603,13121007603,0.9660460021905805
21863.0,2575.0,2239.0,13,121,007604,13121007604,0.8695145631067961
44452.0,4463.0,4277.0,13,121,007703,13121007703,0.9583239973112256
52119.0,3883.0,559.0,13,067,030104,13067030104,0.14396085500901365
64326.0,7059.0,2463.0,13,067,030106,13067030106,0.34891627709307266
100857.0,5395.0,1463.0,13,067,030107,13067030107,0.271177015755329
147696.0,5190.0,521.0,13,067,030218,13067030218,0.10038535645472062
121469.0,10652.0,1419.0,13,067,030219,13067030219,0.13321441982726248
111122.0,5993.0,701.0,13,067,030222,13067030222,0.11696979809778074
76559.0,6239.0,1773.0,13,067,030223,13067030223,0.28418015707645455
91838.0,1663.0,376.0,13,067,030220,13067030220,0.22609741431148528
84429.0,6508.0,1254.0,13,067,030224,13067030224,0.19268592501536572
85264.0,11024.0,3955.0,13,067,030226,13067030226,0.35876269956458634
65673.0,8236.0,1427.0,13,067,030227,13067030227,0.17326372025254977
67768.0,6819.0,1559.0,13,067,030229,13067030229,0.22862589822554627
109602.0,8329.0,683.0,13,067,030231,13067030231,0.08200264137351422
90392.0,23491.0,3419.0,13,057,090701,13057090701,0.14554510237963475
90045.0,16463.0,1240.0,13,057,090902,13057090902,0.07532041547713053
100536.0,7584.0,317.0,13,057,090802,13057090802,0.04179852320675106
50705.0,8172.0,1374.0,13,057,091003,13057091003,0.16813509544787078
91726.0,6848.0,21.0,13,057,090501,13057090501,0.003066588785046729
126988.0,15936.0,257.0,13,057,090502,13057090502,0.016127008032128513
66288.0,7399.0,1011.0,13,057,091005,13057091005,0.13664008649817544
89522.0,8370.0,295.0,13,057,090200,13057090200,0.03524492234169654
72299.0,7697.0,227.0,13,057,090702,13057090702,0.029492009873976873
72937.0,5540.0,1856.0,13,135,050430,13135050430,0.33501805054151623
89444.0,6070.0,1710.0,13,135,050714,13135050714,0.28171334431630973
97043.0,8722.0,2106.0,13,135,050718,13135050718,0.24145838110525109
66351.0,11749.0,1993.0,13,135,050106,13135050106,0.16963145799642523
50511.0,7470.0,2205.0,13,135,050421,13135050421,0.29518072289156627
58067.0,7821.0,2398.0,13,135,050423,13135050423,0.3066104078762307
65399.0,12944.0,4357.0,13,135,050511,13135050511,0.3366038318912237
52188.0,2949.0,1358.0,13,121,012300,13121012300,0.4604950830790098
-666666666.0,0.0,0.0,13,121,980000,13121980000,
35814.0,5878.0,5688.0,13,121,007704,13121007704,0.9676760802994215
25906.0,4043.0,3906.0,13,121,007705,13121007705,0.9661142715805096
45101.0,9597.0,9138.0,13,121,007706,13121007706,0.952172553923101
75978.0,2250.0,761.0,13,121,008903,13121008903,0.3382222222222222
85517.0,5155.0,535.0,13,121,008904,13121008904,0.1037827352085354
79489.0,5630.0,942.0,13,121,009101,13121009101,0.16731793960923624
59444.0,3344.0,610.0,13,121,009102,13121009102,0.18241626794258373
33732.0,5781.0,4971.0,13,121,008700,13121008700,0.8598858329008822
185521.0,3706.0,52.0,13,121,009501,13121009501,0.014031300593631947
63269.0,5268.0,1500.0,13,121,009403,13121009403,0.2847380410022779
81004.0,4484.0,716.0,13,121,009404,13121009404,0.15967885816235505
86053.0,3867.0,796.0,13,121,009502,13121009502,0.20584432376519265
107386.0,2631.0,182.0,13,121,009601,13121009601,0.06917521854808058
102778.0,5514.0,814.0,13,121,009602,13121009602,0.14762422923467536
83243.0,4830.0,749.0,13,121,009603,13121009603,0.15507246376811595
125375.0,4746.0,384.0,13,121,009801,13121009801,0.08091024020227561
165583.0,4553.0,263.0,13,121,009802,13121009802,0.05776411157478586
108197.0,4923.0,634.0,13,121,010001,13121010001,0.12878326223847247
146182.0,8716.0,513.0,13,121,010002,13121010002,0.0588572739788894
61583.0,5771.0,1484.0,13,121,010113,13121010113,0.257147808005545
127688.0,2770.0,409.0,13,121,010115,13121010115,0.14765342960288808
72450.0,6849.0,1065.0,13,121,010114,13121010114,0.15549715286903198
60731.0,4319.0,2007.0,13,121,010117,13121010117,0.46469090067145175
55023.0,5728.0,1433.0,13,121,010118,13121010118,0.2501745810055866
56402.0,6351.0,2985.0,13,121,010119,13121010119,0.4700047236655645
77500.0,2238.0,430.0,13,121,010120,13121010120,0.19213583556747096
90451.0,2095.0,182.0,13,121,010121,13121010121,0.08687350835322195
92770.0,3839.0,261.0,13,117,130509,13117130509,0.06798645480593905
127500.0,7510.0,209.0,13,117,130510,13117130510,0.027829560585885486
90605.0,5988.0,330.0,13,117,130601,13117130601,0.05511022044088176
103170.0,5376.0,184.0,13,117,130602,13117130602,0.03422619047619048
143393.0,7826.0,819.0,13,117,130603,13117130603,0.10465116279069768
161375.0,4907.0,43.0,13,117,130604,13117130604,0.008762991644589362
128085.0,4646.0,85.0,13,117,130605,13117130605,0.01829530779164873
118147.0,4659.0,253.0,13,117,130606,13117130606,0.05430349860485083
136422.0,7628.0,70.0,13,117,130607,13117130607,0.009176717357105402
138893.0,6062.0,132.0,13,117,130608,13117130608,0.021774991751897062
140441.0,6671.0,425.0,13,117,130609,13117130609,0.06370858941687903
153958.0,5954.0,47.0,13,117,130610,13117130610,0.007893852872018811
149539.0,4286.0,39.0,13,117,130611,13117130611,0.009099393373775081
143625.0,6832.0,54.0,13,117,130612,13117130612,0.007903981264637002
102074.0,5568.0,348.0,13,117,130613,13117130613,0.0625
75123.0,4690.0,1633.0,13,067,031115,13067031115,0.34818763326226015
50054.0,4387.0,1249.0,13,067,031116,13067031116,0.28470480966491907
90967.0,6131.0,1547.0,13,067,031117,13067031117,0.2523242537922036
84936.0,6169.0,2062.0,13,067,031118,13067031118,0.3342519046847139
87910.0,6588.0,2747.0,13,067,031205,13067031205,0.41697024893746204
79192.0,10395.0,4127.0,13,067,031206,13067031206,0.397017797017797
78977.0,4714.0,1483.0,13,067,031207,13067031207,0.31459482392872296
73611.0,6010.0,1143.0,13,067,031208,13067031208,0.1901830282861897
74086.0,5493.0,747.0,13,223,120605,13223120605,0.13599126160567995
63788.0,7188.0,890.0,13,231,010100,13231010100,0.1238174735670562
71250.0,3507.0,143.0,13,231,010200,13231010200,0.04077559167379527
63973.0,4266.0,516.0,13,231,010300,13231010300,0.1209563994374121
63226.0,3366.0,92.0,13,231,010400,13231010400,0.027332144979203804
113257.0,6374.0,457.0,13,077,170303,13077170303,0.0716975211797929
44250.0,1755.0,1354.0,13,121,006601,13121006601,0.7715099715099715
29528.0,4539.0,4197.0,13,121,007001,13121007001,0.9246530072703238
109426.0,5193.0,299.0,13,121,001100,13121001100,0.057577508184093976
84167.0,2345.0,83.0,13,121,001400,13121001400,0.03539445628997868
49486.0,4281.0,1604.0,13,121,001800,13121001800,0.37467881336136416
111830.0,2389.0,179.0,13,121,003200,13121003200,0.07492674759313521
53152.0,1254.0,973.0,13,121,003600,13121003600,0.7759170653907496
-666666666.0,2287.0,1410.0,13,121,006801,13121006801,0.6165282028858767
103385.0,5430.0,1281.0,13,121,008800,13121008800,0.23591160220994475
40215.0,6460.0,5616.0,13,121,010512,13121010512,0.8693498452012384
48344.0,14560.0,11149.0,13,121,010513,13121010513,0.765728021978022
34508.0,3998.0,2895.0,13,121,010601,13121010601,0.724112056028014
36044.0,2584.0,2245.0,13,121,010604,13121010604,0.8688080495356038
44614.0,3683.0,2276.0,13,121,011202,13121011202,0.617974477328265
84107.0,3339.0,2066.0,13,121,000700,13121000700,0.6187481281820905
76188.0,4421.0,1019.0,13,121,001300,13121001300,0.23049083917665686
20625.0,4283.0,2984.0,13,121,003800,13121003800,0.6967079150128415
32417.0,2705.0,2468.0,13,121,004000,13121004000,0.9123844731977819
18913.0,2477.0,2262.0,13,121,004200,13121004200,0.9132014533710133
84655.0,2835.0,1106.0,13,121,004900,13121004900,0.39012345679012345
56779.0,1849.0,221.0,13,013,180104,13013180104,0.11952406706327745
82784.0,2988.0,91.0,13,013,180105,13013180105,0.030455153949129853
94730.0,5583.0,397.0,13,013,180103,13013180103,0.07110872290883037
51012.0,2687.0,243.0,13,013,180106,13013180106,0.09043542984741347
54958.0,4117.0,55.0,13,013,180107,13013180107,0.013359242166626184
56000.0,2788.0,329.0,13,013,180108,13013180108,0.11800573888091823
56292.0,8485.0,840.0,13,035,150100,13035150100,0.09899823217442545
39986.0,7843.0,3437.0,13,035,150200,13035150200,0.43822516894045643
102874.0,8379.0,1004.0,13,135,050107,13135050107,0.1198233679436687
129112.0,10054.0,1060.0,13,135,050108,13135050108,0.10543067435846429
70771.0,8273.0,1363.0,13,135,050109,13135050109,0.16475281034691164
65292.0,8013.0,2117.0,13,135,050208,13135050208,0.26419568201672283
