placekey,customer_race_entropy,customer_bar_mhi_mean,customer_weighted_var
zzw-222@8g7-42m-jy9,0.9168354077691256,50445.45161290323,314794124.5702393
224-222@8gb-7gv-5j9,0.9827984713031319,87132.51965065503,583691476.8609676
zzw-225@8g6-y4v-cwk,1.3468031922423958,69542.22857142857,817508110.4048978
225-222@8gm-d53-z2k,0.5504984936537409,59676.80487804878,567735911.0838786
226-222@8g7-43k-mhq,1.1958000764986618,80376.13333333333,865657073.3155556
zzy-223@8gb-px9-575,0.6170330704107676,100018.39858490566,944954286.0416017
22g-222@8g7-484-8jv,1.2349836106066787,72460.46706586826,1121058897.3507116
222-223@8g6-x77-gtv,1.3463695928875155,54918.434782608696,223443074.24574664
zzw-226@8g6-ymh-d35,1.1859407837315208,94824.69437652812,1362380566.9799438
222-223@8g6-y2m-y9z,1.223343064411021,86156.70175438597,1503999147.9987688
zzw-226@8g6-ym6-p7q,1.2278397128917475,105645.36363636363,1703070347.9090912
224-222@8g7-484-w6k,1.1764375040039456,81864.76923076923,1921442603.5621305
227-222@8g7-46r-47q,1.1983823836486136,76638.45771144278,1343685241.860152
222-222@8g7-46v-35z,0.9152584532502068,42371.421875,232218443.46264648
222-222@8g6-ytb-j5f,1.4196282279542727,93033.56521739131,1263371883.515312
22g-222@8g6-xmw-9mk,1.1678953611573646,62984.31343283582,424536938.6032524
zzw-222@8g6-ykz-9pv,1.102044516905357,91846.45588235294,1529597632.3215828
228-222@8g7-482-syv,0.0,0.0,0.0
zzw-222@8gb-3bg-ht9,0.6288221297856997,78793.84821428571,435435688.2001754
222-222@8g7-47p-jjv,1.0928330358132219,60611.61538461538,273487600.85207105
222-222@8gb-7gh-hdv,1.03997249823545,81869.26744186046,621130950.3121959
223-222@8g7-3yq-h89,0.803881450135443,46763.6935483871,353902166.6254422
222-222@8g6-ym4-pjv,1.3673350374193254,71269.41379310345,732082929.8977407
zzw-223@8g7-4p8-rp9,0.622292762328457,43991.52830188679,89208533.92844427
22b-223@8g7-474-ks5,1.1349966395539233,91811.43478260869,923621198.3327031
223-222@8g6-zbq-c89,0.8637481351787045,64891.54255319149,39700002.03542327
225-222@8gb-6yq-jvz,0.7320124461962643,90921.59090909091,688163949.2690083
222-223@8g7-477-whq,1.2856494101010418,81613.16683518706,1447471984.2259576
zzy-222@8g6-yjq-ysq,1.0427580449656844,127268.75531914894,1724949022.5890675
222-223@8g7-46m-h89,1.246286379393727,72833.96,1393785110.5184
223-222@8g7-47b-d35,1.3174944761053582,70503.56363636363,868211590.6095868
zzw-226@8g7-485-54v,1.2585031407658227,83710.01246105919,1074872799.1836452
22p-222@8g7-2m7-kvf,1.1262922297168747,88890.48780487805,614713936.2498512
226-222@8g6-ykz-6zf,1.1655850453505647,84403.78260869565,1913131983.9527411
229-222@8g7-4bf-w49,1.0211088410695723,55503.5,359766056.25
222-224@8g7-3zz-pd9,0.43935407244106595,67507.33333333333,254291020.66666666
224-222@8g6-xrc-xt9,1.3334276571760777,58123.0,532787534.6666667
zzw-224@8gm-g9h-vvf,0.6353695632851204,64596.0,149940025.0
24n-222@8g7-48t-4vz,1.1687340217952786,61832.83006535948,767932989.3175275
zzw-226@8g7-479-y7q,1.228949644528278,57975.40924464487,679574840.9351119
222-222@8g7-46w-8y9,1.1880649657250835,66379.6568627451,988751270.9018646
224-222@8g7-3z3-h5z,0.6289533921274713,39814.90909090909,283664590.08264464
226-222@8g6-yk3-bkz,1.115826943767255,53908.77777777778,65409426.17283951
224-222@8g6-ypr-rc5,0.8832410713508507,123837.64396887159,1436999036.338222
zzw-222@8g7-46z-snq,1.280159249346198,83863.80168776371,1511033857.897381
zzw-225@8g6-y4r-djv,0.7528442528396948,126544.70833333333,1825403791.956597
224-222@8g7-3z4-4n5,1.238525098452999,56851.51063829787,482427566.4626528
225-222@8g7-4dr-nkf,0.7166945237282325,40789.22772277228,443595897.74022156
223-229@8g7-46q-cwk,1.2232339598526403,84829.5785440613,1002836999.722758
226-222@8g6-x7b-vs5,1.2494918264167834,51314.95867768595,488224537.130524
229-222@8g6-yjd-6hq,1.1340625749486335,109877.9254658385,1344989668.5286062
zzw-225@8g6-ytk-jqf,1.4880032757355672,83243.37788018433,753617774.4378517
zzw-223@8g6-y55-tjv,1.2929643239183,84008.00714285714,1128447904.8785207
zzw-227@8g6-ykz-bkz,1.3862125799354452,76638.1313131313,1368990907.8009384
223-222@8g6-x6r-cnq,1.2184964227326969,51676.076335877864,249264636.7117301
zzw-222@8g6-x4t-fpv,0.9765420631626817,57329.0,378213296.2222222
zzw-222@8g7-3dz-fvf,1.0715793754230407,60900.74683544304,274976061.6067938
222-226@8gb-7gx-k2k,1.4060598296228026,43309.0,0.0
229-22b@8g6-ykz-9xq,1.165530595260169,105470.80869565217,2531050119.2155766
222-222@8g7-4p9-fzz,0.663857029952914,53874.4,1670394046.1768422
223-222@8g6-xd3-kcq,1.0863369948659285,59557.530120481926,112408467.52620117
222-222@8g6-ykz-6p9,1.3040565029081237,81128.66115702479,1381393125.108326
zzw-222@8g7-488-q2k,1.1452941423768102,58471.72857142857,1067316556.7691835
223-222@8g6-ykz-6x5,1.3541706626442416,76248.85840707965,1159692895.5197747
226-222@8g6-yjg-zzz,1.2159684974875633,50172.0,0.0
223-222@8g6-x8t-nkf,1.2242187314654795,67129.91836734694,825713090.1157851
zzw-227@8g7-4br-8sq,1.2784567794668547,77277.03278688525,909474120.2612201
zzy-222@8g6-xs4-rhq,1.290055647089643,65346.38461538462,363198868.4418146
225-222@8g7-4ps-s89,1.1917813752008357,59148.75257731959,574746328.8872356
222-223@8g7-4rt-6tv,1.1121514256531027,65700.42857142857,1109235866.122449
223-222@8g6-xg8-jn5,1.2507757317062642,79125.7094017094,392919383.11213386
223-225@8g7-474-kzz,1.2858526188094053,80708.01302931596,1026002420.6643251
222-223@8g7-46z-9cq,1.3385563458817542,73413.02427921092,1400860469.304418
zzy-222@8g7-46q-jd9,1.3280950453867155,72948.90909090909,642649467.9008263
zzw-222@8g6-ynx-zs5,0.8266023505086014,118512.62162162163,1228714198.5132005
225-222@8g7-46n-vzz,0.7412247148819744,55626.5,636628592.25
222-222@8g7-3d9-xqz,1.231182420565951,72293.4875,399652842.0498438
224-222@8g7-3yp-tvz,1.01638634566915,34333.57142857143,541109055.3877552
246-223@8g7-46z-6ff,1.1232202687096726,73652.66666666667,2673072836.888889
223-222@8gm-g2d-8jv,0.9209341200071076,74378.63087248322,154914670.08522135
22f-223@8g6-ykz-7qz,1.1235933122005433,86053.0,0.0
226-222@8gb-6yp-py9,0.6982345229689402,95733.7290640394,966197551.305904
22m-222@8g7-46n-b6k,1.2805870949009945,67620.55474452555,1165210678.4659812
zzw-223@8g7-4qb-9zz,1.1023035018971303,49026.768924302785,213844563.81911403
228-223@8g7-48t-pd9,0.8816615356358622,49333.333333333336,175119326.55555555
zzw-222@8g6-zq7-yy9,1.0315068179622562,59657.5390070922,146118918.2059253
223-222@8g6-yps-mhq,1.212912826894904,79459.13953488372,631408195.9805299
zzw-222@8g7-46q-9xq,1.3476745599800883,71528.1,1464949527.2900002
222-222@8g6-ytr-5cq,1.5064997514470055,71765.48936170213,646742278.5052059
224-222@8g7-4rh-7qz,0.6314514308123306,52059.880952380954,211012693.73979595
223-223@8g6-yjw-snq,1.0998293227238998,74072.6,446939003.44000006
22q-222@8gb-6yq-jvz,0.6479853946980461,94259.54205607477,648715485.76225
zzw-226@8g7-47b-mhq,1.3459530972083733,76872.60636515912,1371481909.458117
22d-222@8g7-47g-f75,1.3345957960668828,67073.84269662922,718308800.0426713
zzw-222@8g6-y3b-hnq,1.212591202310074,136813.85,4885151677.377501
224-222@8g6-xhp-pvz,1.220788043000538,94899.69230769231,214382879.28994083
225-222@8g7-479-x89,1.2693584658837178,64950.15,556470635.6275
222-222@8g6-y44-435,1.098131516359042,122196.46531302876,2089860174.2504883
225-222@8g6-yjh-tgk,1.2180446991073406,54887.75,230891759.1875
222-22c@8g7-46q-n5z,1.0843313143914528,109740.42857142857,1427109134.8163269
222-222@8gm-dsz-nbk,0.9615117748147787,78215.9387755102,900218453.6493129
223-223@8g6-x93-fxq,1.3280525184864265,83906.33333333333,1729435872.1196578
222-222@8g7-4r7-s3q,1.2197420981836777,52462.333333333336,246711478.55555555
22b-225@8g7-484-7yv,0.5048057132742979,80504.0,13417569.0
zzw-222@8g7-37v-qs5,1.1847291884436175,58771.0,259625112.0
zzw-222@8g7-4fd-zpv,0.6015342866841986,48129.13333333333,16788.248888888887
zzw-229@8g6-yjx-gc5,1.0373669695189844,112553.15837104073,2606127312.640077
222-227@8g6-yqk-y5f,1.2943906425231315,67891.53211009175,860124951.9003451
22p-222@8gb-6zv-j9z,0.8713555365793512,76753.63636363637,103613094.59504132
222-223@8g7-48t-py9,1.253743272924416,64988.688524590165,405203457.75544214
222-224@8g6-ymt-bhq,1.2929910891070264,67198.75,1152202985.4375
222-225@8g6-ycn-8vz,1.1855362600745398,123857.46902654867,1748883827.5941737
227-222@8g6-xrc-xt9,1.211722228834188,61632.475409836065,194433489.10185432
224-223@8g7-46n-89z,1.1857411506877804,58640.560975609755,667465575.3961078
243-222@8g7-474-mff,1.2779000928469102,88714.18844221106,1683926475.4695146
zzy-222@8g6-yjj-x3q,1.521018285921183,84531.71232876713,1924162383.9309437
zzw-224@8g6-ypc-b8v,0.8382156572018417,118576.04772727273,915813737.2499949
222-224@8g7-479-zs5,1.3710638581665608,81347.84549356223,1210231731.6499474
zzw-222@8g7-453-kj9,1.117359214224065,68110.64179104478,245115293.00601473
224-223@8g6-ytk-sbk,1.5249595654665342,81005.375,1460208828.984375
zzw-222@8g6-yqj-m8v,1.2436220763592563,71837.01027749229,683201989.7388461
226-223@8g6-ym2-cqz,1.1401701457550237,46403.333333333336,27683886.222222224
229-222@8g6-x3z-fvf,1.0736914643148254,74189.0,0.0
226-222@8g7-48t-7nq,1.246581114792378,61664.454545454544,971061542.8539944
228-222@8g6-xhd-94v,0.8170115376918138,77520.25,114169944.6875
224-224@8g7-479-xnq,1.4364456996241841,71845.8947368421,628611427.4626039
225-222@8g7-474-9xq,1.300986437863313,77437.48818897638,1202530955.4624593
224-222@8g7-4rh-54v,0.3702589395238152,61367.0,225723228.66666666
224-222@8g6-y55-789,1.2509218234750554,101927.97101449275,1967488095.231044
235-222@8g7-474-nbk,1.3473616244104485,66234.95,652234725.0117857
zzw-222@8gb-7gc-4d9,1.093812936164502,87492.81494661921,1319680582.3145096
zzw-224@8g7-4ps-rrk,1.0776992769343372,51678.17647058824,25439478.14532872
226-223@8g7-46y-rhq,1.2970154354061463,65201.71428571428,600871036.1632653
zzw-227@8g7-4cs-xdv,1.1697933516444223,60092.61111111111,720476750.6265432
zzw-223@8g6-x98-3wk,0.6177861037189687,51621.206896551725,51925406.43995244
zzw-22b@8g6-yfv-tqf,0.8776868266784492,118287.57886435332,1075613963.8447268
zzw-222@8g7-479-wx5,1.3675751426108609,72078.75873015873,987206220.9830586
zzw-224@8g7-46r-c3q,1.0235230228496948,47310.898148148146,230648927.33221886
228-222@8g6-ytw-xdv,1.4691604592055398,65856.88356164383,740475468.8837023
242-224@8g7-477-4jv,1.252944288579588,70519.27210884354,928984963.2048683
224-222@8g6-ycy-ht9,1.4432052569320648,92805.00261780104,582075827.3272183
222-223@8g7-48z-qmk,1.1276977762705123,83953.0,1248357374.3636363
222-222@8g6-ym5-59f,1.2360140540797315,60535.046875,613158282.3384278
zzy-222@8g7-37q-4vz,1.41208318310551,57447.75,136817010.1875
zzw-222@8g7-3xy-gp9,0.9390131035679106,45232.6,14429993.84
22f-222@8g7-46q-9xq,1.1393170592345156,60004.2,586969982.9599999
224-222@8g7-479-x89,1.3146204272898623,60997.15267175573,600731492.9385234
zzw-227@8g7-475-x5z,1.2038140846598042,65910.08333333333,731269869.5763888
22j-222@8g6-yjd-tgk,1.2077909615508744,98824.3671875,1258779593.9354858
222-222@8g6-ym4-yvz,1.301386687646342,71185.00831024931,973759598.6619807
225-222@8gb-pwy-gp9,0.6438158560910752,96021.80681818182,555114074.0270748
22f-222@8g7-4b5-z9f,1.2733289645657888,89813.98947368421,1411302383.5753276
zzw-223@8g6-y3b-5cq,1.0466852269793439,128834.12328767123,2216396871.3866267
zzw-222@8g7-46m-x89,1.1536008508594102,57397.75428571428,620788366.7224816
222-224@8g6-yky-fzz,1.4446914868641612,64110.769230769234,305538816.0236686
222-222@8g7-4c9-73q,1.1895490766152719,87432.33333333333,1071497082.1938533
22j-227@8g7-46q-bc5,1.2688955976176401,64693.71428571428,274860480.7755102
22d-222@8g7-46m-jvz,1.2516996321359926,75798.22222222222,1407275275.8617287
223-223@8g7-4qr-8gk,1.2287073190687439,28422.0,0.0
zzw-222@8g7-438-pn5,1.1711379045912047,59436.09375,149053984.70996094
222-222@8g7-448-qs5,1.1568113061903602,61092.190217391304,353784972.947513
222-222@8g7-4bj-gc5,1.3095817555451634,59271.66292134832,338976821.4144679
zzw-222@8g7-26w-4gk,1.1605377017651501,97345.64516129032,461046867.64828306
222-223@8g6-yf2-gkz,0.9037886795801285,103170.0,0.0
zzw-225@8g7-479-xwk,1.3762991376934348,68656.56621004567,725899974.6839725
222-222@8g6-x74-249,0.9713544934234021,44421.52,210779494.00959998
222-222@8g6-ykr-5j9,1.3859954891947488,68223.9574468085,300282106.7215935
226-222@8g6-ykz-b49,1.0734438953191419,91354.16666666667,965865702.8055556
224-224@8g6-y3b-5vf,0.89465364154306,129625.91358024691,2646833084.0542593
222-222@8g7-479-sdv,1.2870687008704313,77353.83988764045,1058118254.7075102
zzw-222@8g7-2p4-b49,1.3697349380808217,84648.14864864865,136393727.93736303
225-222@8g7-2pg-835,1.3530284138793556,82446.4,498311403.0124138
224-222@8g7-46z-68v,1.2697431270634731,86471.71293375394,976098385.7062366
223-222@8g6-ybb-cqz,1.2711575265766506,107941.61904761905,1478705050.1882086
zzw-222@8g7-46p-rhq,1.1453854113254127,62336.57894736842,253858174.40166208
222-222@8g6-ym4-yn5,1.1894715483812115,58629.0,614574718.0
zzw-222@8g6-y4x-btv,0.9391009815435888,111412.32882882883,1681249531.481962
zzw-229@8g7-46z-6p9,1.0889206036543493,86530.66666666667,596480166.888889
223-226@8g6-ysb-v4v,1.3543380127498266,73296.75,470176521.9375
zzw-223@8g6-yfv-kj9,1.143005850071895,98265.4,667330802.9066665
zzw-222@8g6-ykt-33q,1.440022091446793,68974.25,389354122.6875
224-223@8g6-xrc-xt9,1.3025551748698891,58239.88,258738711.38559997
22c-222@8g6-yjw-bff,1.0446965051803911,123591.1724137931,3653718000.004756
224-222@8g6-yps-mff,1.2835823766382732,71556.30281690141,460772929.73224556
zzw-225@8g6-ymh-fxq,1.1666200848022719,101269.04273504273,2289853281.340054
222-223@8g7-4qc-4qf,0.9315376883809026,38876.0,32434200.666666668
223-222@8g7-2jx-nbk,1.096421994943633,63321.5,62149572.25
223-222@8g7-472-cdv,1.3634373197179293,42698.4,164158641.92
zzy-222@8gm-frv-qpv,0.8976403723521807,60252.0,60499354.54545455
zzw-224@8g7-474-b49,1.352047275812482,68511.6380952381,973294436.6880724
223-223@8g6-yk4-rzf,1.446427993043616,67025.96511627907,806632284.0569226
224-223@8g7-47b-g6k,1.3350960751005485,81018.28571428571,1059814896.0
223-222@8g7-479-q9f,1.1887426303277357,64361.3,1756111425.0731578
225-222@8g7-47k-fj9,1.1221535149906146,104337.07954545454,1246310425.3686726
zzw-222@8g6-x6r-fmk,0.9549590921123952,55370.36923076923,675824426.8175149
223-222@8g6-yk6-psq,1.4143269505791967,67702.10357142857,1004774675.7428442
zzw-224@8g7-479-xbk,1.351799286583956,74727.04842105263,1485579803.6966028
224-222@8g7-475-x5z,1.28223699747628,74035.99191374663,1069759313.382684
222-222@8g7-485-9zz,1.1338125393845302,97210.07692307692,2027083533.2248523
227-222@8g7-48y-ty9,0.5195336183857143,46363.311111111114,209968797.41432098
zzw-227@8g7-3d2-87q,1.2832309141570282,66955.90322580645,220972945.24869925
zzw-222@8gm-gjs-s89,0.8482186846196232,71059.26315789473,91739234.29916897
223-222@8gb-6yw-4gk,0.6333527832554298,89763.71205007825,481998753.50080943
223-222@8gm-frz-435,0.9566619077600372,66669.08510638298,299167168.62041646
zzy-223@8g7-46r-7t9,1.3376921359367606,82898.89622641509,1432400985.4326272
zzw-225@8g6-ytb-gp9,1.5811809594459332,95484.64705882352,1296762502.9342558
223-222@8g7-4ds-kpv,1.1456328804939426,54118.71052631579,314839075.10041547
zzy-222@8g6-yky-nwk,1.2617296161757228,96488.07643312102,1373592037.650209
224-223@8g7-479-x89,1.3543706522208887,68879.01941747573,689292294.1355453
223-222@8g6-ytm-brk,0.0,0.0,0.0
22h-222@8g6-x93-fzz,1.1731872597111268,99541.6,1246511618.014359
zzw-222@8g6-yjr-f4v,1.1034837444215064,121932.8,1541857099.3600001
223-223@8gb-78s-whq,0.8202472118062164,65110.475409836065,501576463.1346411
222-225@8g6-ytn-b6k,1.4587039642335609,64968.60975609756,415032303.4086853
222-222@8g6-x8s-rtv,1.260550224019437,76148.48360655738,808900390.2989117
zzw-225@8gb-6zv-j5f,1.0474037510874565,78669.91452991453,416359198.79611367
zzw-224@8g6-ykz-b6k,1.2455798653087202,94433.90717299578,1924828552.0166993
zzw-227@8g6-ymn-m49,1.0392510810396758,109793.58518518519,1875312405.6995335
224-224@8g7-47b-k4v,1.3034388358022309,74014.86956521739,945361097.9395086
22c-222@8g6-ykz-b49,1.2745206552502744,76976.56589147287,1467424562.2921698
22b-222@8g6-ycf-dn5,1.4203381433727675,92271.58860759494,1228255905.2421484
224-222@8g7-46z-6ff,1.2825967198569925,74559.31967213115,640052616.8240391
222-222@8g6-x78-pqf,1.2446143175362085,65513.0,81468676.0
223-223@8g7-48f-649,1.153008238149484,61750.444444444445,452912830.69135803
zzw-224@8g6-y4w-pd9,0.9212150566055437,105312.57894736843,1038315178.770083
226-222@8g6-ymy-qxq,0.7083623176102234,110775.0,0.0
zzw-22b@8g7-46n-w49,0.9939073951627355,48470.28571428572,416043785.3469387
zzw-222@8gb-6zk-9s5,1.0706731622733958,88480.94,538550988.5497334
226-222@8gb-7ct-2zf,0.9780974214492008,55046.0,3308761.0
223-222@8g6-ysc-sdv,1.4201995964965644,63797.12048192771,1097242467.2143998
224-222@8g6-yvg-28v,1.5014806389578845,68114.37142857142,909514467.1477553
227-222@8g6-y4q-6c5,0.8473938728816746,121890.31545064377,1404961662.7137957
225-222@8g6-ymv-5s5,1.268248211418865,82647.0142857143,1051676810.9855102
227-222@8g6-x6q-4d9,1.1275990027888,51169.74418604651,270451600.9345592
zzw-224@8g6-ykw-w49,1.3687491189822072,80266.28708133972,862526337.707058
zzw-224@8g7-485-49z,1.2390575354268074,82618.41256830601,1169691099.7833393
zzw-226@8g6-yqm-5xq,1.2381901346211024,70831.90909090909,745988361.1900827
222-226@8g6-ybf-zj9,1.4179316272034836,100472.0,718945154.0
227-222@8g6-ysj-2x5,1.3445392597134156,69693.34146341463,490448464.37120765
223-223@8g7-474-mc5,1.3352281633968939,61992.21052631579,604120281.8504155
229-222@8g7-4fk-dd9,0.7093405360429279,52697.37142857143,223781951.2620408
222-222@8g7-4qp-ht9,1.0154833344812966,50216.71559633027,304970499.7631512
223-222@8g7-4c8-xt9,1.3270973476143488,74309.56818181818,744043749.1089877
223-222@8g7-46r-bzf,1.2113895598570001,47366.21212121212,265848743.01561067
zzw-222@8g7-477-vj9,1.1558984511258779,63817.99310344827,661295187.1516765
zzw-222@8g7-485-9s5,1.1885621180890502,91480.76712328767,1359279708.110152
zzw-228@8g7-4br-835,1.2706767302562956,81698.33333333333,1020576603.8684807
223-223@8g7-2mp-j35,1.405583500674948,79590.66666666667,604462680.2222223
222-222@8gm-dzn-8qf,0.8259088725683248,95247.79069767441,726904404.02596
zzw-222@8g6-yk8-d5f,1.6027996230686716,47123.5,208845852.25
229-222@8g7-46n-9mk,1.172495718868613,51763.087591240874,744757040.0361235
zzw-222@8g7-4rw-j9z,0.911897211255724,57416.18248175183,264873894.39735734
224-222@8g7-3yp-c5z,0.80793591027385,48829.2131147541,249900243.4463854
223-222@8g6-ym4-xdv,0.6662055312491395,102739.0,0.0
22r-222@8g6-ydw-9zz,0.7917322931064952,120845.5,721204188.8349056
224-223@8g7-46z-6ff,1.2811783364894624,67144.94520547945,1065336066.6956277
223-222@8g7-46w-wx5,0.13800502914815602,14375.0,0.0
22b-222@8g7-46r-bzf,0.9837444655891577,56497.6,296029418.24
zzw-227@8g7-46n-cnq,1.2051557738105876,61829.47826086957,582561516.3074985
228-222@8g6-x6q-4d9,0.8639813820276372,48957.60655737705,358424161.48454714
226-223@8g7-474-hyv,1.451840062946487,65074.42857142857,439567951.1020408
224-223@8g7-47b-k4v,1.3409849882259026,65704.75648702595,1066682151.565452
