,placekey,wavg_mhi_context,wvar_mhi_context,entropy_context,customer_race_entropy,customer_bar_mhi_mean,customer_weighted_var,entropy_ratio,wmmhi_ratio,variance_ratio
54,222-222@8g7-48k-3dv,40073.50814098312,287627284.82541573,0.4779968038417968,0.9419657053603973,51661.93650793651,467879261.9007306,1.970652727778826,1.2891792833855222,1.6266859459620613
55,222-222@8g7-48t-9zz,55026.47901885263,947070750.8387572,0.7620078512696372,0.691347210008137,49465.34782608696,294584651.2703213,0.9072704550960108,0.8989371791195222,0.31104819889055535
56,222-222@8g7-4bj-gc5,80219.54668008629,1454031778.2441487,0.8820403698973309,1.3095817555451634,59271.66292134832,338976821.4144679,1.4847186140670614,0.7388680860753595,0.23312889476446488
57,222-222@8g7-4c9-73q,85209.11295453145,1553867701.961429,0.8862312783124399,1.189549076615272,87432.33333333333,1071497082.1938533,1.3422558035645158,1.0260913451826241,0.6895677674755161
58,222-222@8g7-4gv-vzz,55745.729567217626,245174102.9445166,0.4056012377855129,1.127111423762848,64484.375,469233339.459375,2.778865838567482,1.156759010970435,1.9138780720472892
59,222-222@8g7-4p9-fzz,44466.482683362505,153474342.05338752,0.5384391207046058,0.663857029952914,53874.4,1670394046.1768422,1.232928671832361,1.2115732288436105,10.883865171389884
60,222-222@8g7-4qp-fzz,47107.151036782365,273588760.8499919,0.6128733531253914,1.0736755682054886,60966.81818181818,908286485.4214876,1.751871838986315,1.2942157791332756,3.3198969233955444
61,222-222@8g7-4qp-ht9,46925.35544127921,264102242.46203,0.6166474971218204,1.0154833344812966,50216.71559633027,304970499.7631512,1.6467809230087331,1.0701403350938867,1.1547440753252858
62,222-222@8g7-4r7-s3q,52806.50143967811,233584792.4926411,0.6121276788062282,1.2197420981836775,52462.333333333336,246711478.55555555,1.9926269313003773,0.9934824671780628,1.056196663844578
63,222-222@8gb-2v8-2x5,62285.09344147385,78112083.37970631,0.145456520017853,0.1674147208587799,74284.0,0.0,1.15096058147295,1.1926449154290972,0.0
64,222-222@8gb-6r6-jd9,86610.72075167738,572585346.4949055,0.679157905475303,0.8610369140410584,89983.59523809524,708942450.0345805,1.2678007678324366,1.038942921351368,1.2381428452096934
65,222-222@8gb-76v-xh5,77800.29570080993,651212718.9044513,0.6257908848525464,0.8390657603312489,69356.33333333333,339089451.65432096,1.340808536271595,0.89146619185165,0.520704589776407
66,222-222@8gb-7gh-g8v,78340.49874690583,719122528.5498077,0.8050253532609288,1.052919940802975,65846.28571428571,88791077.34693877,1.307933888712816,0.8405139968155539,0.12347141665273104
67,222-222@8gb-7gh-hdv,77839.52027786929,684557660.0918499,0.8048499244538465,1.03997249823545,81869.26744186046,621130950.3121959,1.2921321933913983,1.051769938324464,0.907346431897141
68,222-222@8gb-7gv-3qz,83943.80208060134,518291818.2130496,0.7154634932095506,1.0048328536319069,83425.75,554219825.6875,1.4044502104841896,0.9938285845081938,1.0693200359564268
69,222-222@8gm-dsz-nbk,75966.21098654332,529759589.79963136,0.6577217094629547,0.9615117748147788,78215.9387755102,900218453.6493129,1.4618823751459806,1.0296148479666232,1.6992961920515655
70,222-222@8gm-dzn-8qf,96320.36599933937,684394720.0365458,0.6333797783211186,0.8259088725683248,95247.7906976744,726904404.02596,1.3039710152375523,0.9888645013903672,1.0621128169824925
71,222-222@8gm-frv-6p9,61943.02334586679,109297881.9673292,0.6778111294585958,0.9866517713931952,62258.218934911245,83289757.1414166,1.45564409982658,1.0050884760223038,0.7620436521021804
72,222-223@8g6-x77-gtv,63493.56801468788,782613077.5772874,0.9924804909937288,1.3463695928875157,54918.434782608696,223443074.24574664,1.356570335744789,0.8649448518927852,0.28550899626856846
73,222-223@8g6-y2m-y9z,105218.2193047996,1260228132.597771,0.8547194400200486,1.223343064411021,86156.70175438597,1503999147.9987688,1.4312802624242709,0.8188382423086291,1.1934340371361973
74,222-223@8g6-y4q-7yv,109246.56578255427,1321862255.0015836,0.7231956737244551,0.9307142467080428,109866.8,1244795210.56,1.2869466460091883,1.005677379540518,0.9416981276604413
75,222-223@8g6-y4w-jn5,109246.82349785203,1344506118.0001311,0.7162448655809222,1.0185080484602584,129775.66666666669,1047948956.2222222,1.4220109593863277,1.1879124949497344,0.779430411057542
76,222-223@8g6-yf2-gkz,127870.44041483042,1854147648.758997,0.7455075558028879,0.9037886795801284,103170.0,0.0,1.2123132388735844,0.8068322879416183,0.0
77,222-223@8g6-yf9-rtv,124259.78997922289,1597129566.3880916,0.3684811791324812,0.3989924822212319,107172.74074074074,1174248806.48834,1.0828028806263152,0.8624893117770502,0.7352245122754214
78,222-223@8g6-yjj-8jv,81164.13724750694,1218240508.2692957,0.9004978267736932,1.409961311939989,78136.25925925926,1163062142.8494513,1.5657575954309666,0.9626943858342967,0.954706509063441
79,222-223@8g6-yv2-wp9,59620.03773611199,593632260.1691147,1.0366438661267738,0.9333327984879888,98038.0,0.0,0.900340829657549,1.6443800393742147,0.0
80,222-223@8g7-3z5-kj9,52542.809950203824,811593739.058078,0.6599767699331073,0.1120925158241465,27635.42857142857,112410226.53061225,0.16984312316857422,0.5259602331435905,0.13850553684787373
81,222-223@8g7-46m-h89,66424.78532954362,1494777246.5384989,0.8770517431439785,1.246286379393727,72833.96,1393785110.5184,1.420995270958756,1.0964876986603642,0.9324366648917292
82,222-223@8g7-46n-8d9,57509.62050829899,1095654532.3383465,0.7935870396995907,1.168557323968639,59604.53114754098,480342194.70148885,1.4725005141351502,1.0364271337686828,0.43840661497227806
83,222-223@8g7-46n-tjv,60105.63006414196,1247137880.255212,0.7912926749119347,1.294519149870507,62428.83435582822,718928489.181151,1.6359549265568243,1.0386520245974802,0.576462715601286
84,222-223@8g7-46z-9cq,77915.66593293693,1637397447.9074218,0.9042554144341626,1.3385563458817542,73413.02427921092,1400860469.304418,1.4802856853440631,0.9422113435107967,0.8555408896567563
85,222-223@8g7-475-x5z,85643.80823508825,1586569835.1077862,0.8723619609500098,1.3434404294738087,68451.48837209302,220368309.2731206,1.5400034499564725,0.7992578772793112,0.13889606646791539
86,222-223@8g7-477-whq,53858.53441122662,772566046.307113,0.7128072477463939,1.2856494101010418,81613.16683518706,1447471984.2259576,1.8036424491554224,1.515324687672435,1.873589955376519
87,222-223@8g7-47b-mkz,66267.30063048853,1517231082.226758,0.8779978037326203,1.176105393202611,59228.305220883536,864201753.8345509,1.3395311334523277,0.8937787514711824,0.5695913852267044
88,222-223@8g7-48t-py9,54927.564547947804,940507388.8174168,0.7809640699864637,1.253743272924416,64988.688524590165,405203457.7554421,1.605378942652441,1.1831707642500646,0.43083495416760126
89,222-223@8g7-48z-qmk,50712.51500783732,730487004.6195321,0.7393961733662612,1.1276977762705125,83953.0,1248357374.3636365,1.5251604172312987,1.6554690688684157,1.7089385115260642
90,222-223@8g7-4qc-4qf,47499.78146924829,200595180.5336201,0.6773409138005467,0.9315376883809026,38876.0,32434200.666666668,1.3752863135847835,0.8184458706440283,0.16168983013642566
91,222-223@8g7-4rt-6tv,50869.58083191057,204075018.71046972,0.658432653427216,1.1121514256531029,65700.42857142857,1109235866.122449,1.689089111641456,1.2915464900039944,5.435431897209187
92,222-224@8g6-ybf-zj9,83112.7549247871,809276056.4305604,1.0145780187706823,1.3152535648734442,100904.4155844156,686914471.2558609,1.2963552733648582,1.2140665494210734,0.8488011795203796
93,222-224@8g6-yky-fzz,94302.56647783738,1514739395.8686843,0.8274046601353306,1.4446914868641612,64110.769230769234,305538816.0236686,1.746051909627711,0.6798411922949764,0.20171048357030805
94,222-224@8g6-ymt-bhq,83284.98741504445,1311285074.2245662,0.8780547523123039,1.2929910891070264,67198.75,1152202985.4375,1.4725631695540773,0.8068530966465792,0.8786823003524691
95,222-224@8g7-3zz-pd9,53589.73524963919,331458934.7675831,0.4222885312253568,0.4393540724410659,67507.33333333333,254291020.66666663,1.0404120404742936,1.259706416142219,0.7671871052291105
96,222-224@8g7-479-zs5,74234.00357843767,1667704868.3222225,0.9067126567374184,1.3710638581665608,81347.84549356223,1210231731.6499474,1.5121260831408216,1.0958299643317484,0.7256869933272359
97,222-225@8g6-ycn-8vz,117398.57750763168,962383679.2080448,0.9232272876396346,1.1855362600745398,123857.46902654869,1748883827.5941737,1.2841217714713962,1.0550167783634101,1.8172417772435083
98,222-225@8g6-ytn-b6k,65305.4788200319,372040190.7106551,1.050287072541252,1.4587039642335609,64968.60975609756,415032303.4086853,1.3888621524247766,0.9948416416199523,1.115557710622362
99,222-225@8g6-yvg-y35,65694.5750701799,796200768.8346403,1.0339252942982275,1.4643869849737006,55655.357142857145,278600511.5581632,1.41633732441728,0.8471834559155288,0.34991238700502264
100,222-225@8g7-484-hqz,75599.79321162724,1260810726.3208594,0.912277019492976,0.7658505523011496,80220.5,59036172.25,0.8394934169522246,1.0611206273466645,0.04682397684089506
101,222-226@8g6-ybf-zj9,83109.19702717,809087662.0803293,1.0145776414436185,1.4179316272034836,100472.0,718945154.0,1.3975585201995406,1.208915542369562,0.8885874642451542
102,222-226@8g6-yjy-8sq,87501.00689814765,1449789026.757487,0.8989068439330189,1.237211367802595,91741.46396396396,1270482606.951404,1.3763510381002113,1.0484618087966948,0.8763224051935963
103,222-226@8gb-7gx-k2k,77309.03488099849,457507103.4603973,0.7343802467136367,1.4060598296228026,43309.0,0.0,1.9146209826788545,0.560206191510027,0.0
104,222-227@8g6-yqk-y5f,83442.94075827762,1394177083.918563,0.8504937353698852,1.2943906425231315,67891.53211009175,860124951.9003451,1.5219284854111157,0.8136282289806145,0.6169409623939759
105,222-228@8g7-46k-dvz,59364.40234312644,1199838455.584023,0.7931225173387817,1.01314617550594,92629.5,368659200.25,1.2774144641680567,1.5603542922002513,0.30725736330109094
106,222-22c@8g7-46q-n5z,69057.77054996169,1527666773.6710815,0.8846913668182552,1.0843313143914528,109740.42857142857,1427109134.8163269,1.2256605580895312,1.5891105041109592,0.9341756719542258
107,223-222@8g6-x3z-n5z,56035.61187918296,162301395.66896346,0.4990588784369931,1.0852355481165916,60208.39473684211,334815496.3704986,2.174564154665378,1.074466624307699,2.0629243204624186
108,223-222@8g6-x6r-cnq,61982.99416394639,821994296.8578099,0.8544630245672702,1.2184964227326969,51676.07633587786,249264636.7117301,1.4260376256184824,0.8337137796085407,0.3032437544452311
109,223-222@8g6-x78-ysq,61534.81367258215,728906711.4785428,1.0357325612008057,1.360859360758348,71422.75438596492,1165283571.658972,1.3139099915721462,1.1606885618602027,1.5986731269016106
110,223-222@8g6-x8f-8jv,59957.70710479525,684836012.6498505,0.763905758151413,0.838831093508378,53137.55844155844,173914938.8180132,1.0980819093945278,0.8862506758085925,0.25395121694182005
111,223-222@8g6-x8t-nkf,66106.80376954535,1068288440.6829884,0.926886453984788,1.2242187314654795,67129.91836734694,825713090.1157851,1.3207860857200222,1.0154766913458448,0.7729308477660606
112,223-222@8g6-xd3-kcq,56676.47736789921,134479455.37489063,0.7355811468211009,1.0863369948659285,59557.530120481926,112408467.52620116,1.4768418135248023,1.0508333066270366,0.8358783667946765
113,223-222@8g6-xg8-jn5,77043.56727198364,298705320.38317263,0.9727232487970896,1.2507757317062642,79125.7094017094,392919383.11213386,1.285849529404202,1.0270255156069716,1.3154080503424093
114,223-222@8g6-y4x-2kz,108538.55008148524,1353380330.5186162,0.7125371102684261,0.7443262029307682,137724.5,1194013470.25,1.0446139467042868,1.2688993900932288,0.8822453255194371
115,223-222@8g6-ybb-cqz,98657.80778771164,962659383.153437,0.9721808481599006,1.2711575265766506,107941.61904761904,1478705050.1882086,1.3075319566134629,1.0941011306462836,1.5360625742246774
116,223-222@8g6-yj7-fpv,87688.62594891587,1421036150.1936767,0.8935123489034835,1.1313739870755233,104418.7435897436,1084044543.985536,1.2662096818963309,1.190790053553514,0.7628550081838444
117,223-222@8g6-yk6-psq,73266.21523421645,1183011044.0155556,1.0015401619713091,1.4143269505791969,67702.10357142857,1004774675.7428442,1.4121520077591385,0.9240562427716431,0.8493366827179276
118,223-222@8g6-ykc-9s5,76557.12311263307,1216931929.2066965,0.9549821246872616,1.4024885348003997,75503.71428571429,472377631.489796,1.4686018706996091,0.9862402245004822,0.38817095693900755
119,223-222@8g6-ykz-6x5,95910.95133856375,1481627826.6601944,0.8173411328356219,1.3541706626442416,76248.85840707965,1159692895.519775,1.6567998455506376,0.7949963726031941,0.7827153855053413
120,223-222@8g6-ykz-6zf,95648.4582234107,1474157930.432284,0.8215845858623417,1.1906266163452777,82692.81045751635,1255047055.826819,1.449183245198772,0.8645493298424819,0.8513653998108515
121,223-222@8g6-ykz-b49,97938.6064528846,1487763467.190725,0.805443641600117,1.2401729922110434,85690.86098654708,1723234843.859599,1.5397390061299394,0.8749446626828455,1.1582720518830212
122,223-222@8g6-ykz-q4v,86430.71694351695,1276838807.4434612,0.8526159111787948,1.5086577374308618,62195.132352941175,337656584.2618945,1.7694459106974068,0.7195952382714367,0.2644473071256068
123,223-222@8g6-ym4-xdv,87937.82882225516,1388063873.1862185,0.8340796891390727,0.6662055312491395,102739.0,0.0,0.79873127223226,1.1683140393159102,0.0
124,223-222@8g6-ymj-8qf,92038.05009164008,1543381793.3474302,0.8875271421602058,0.9891044573177064,102874.0,0.0,1.1144498126674363,1.1177333711173894,0.0
125,223-222@8g6-ymt-6rk,84847.38691027019,1270137801.4037323,0.8743272235832799,1.4486299340473734,60383.281818181815,441690398.7478512,1.6568509992293419,0.7116693161339166,0.3477499829228792
126,223-222@8g6-yps-mhq,102226.1744323177,1465212555.900478,0.8014121940288083,1.212912826894904,79459.13953488372,631408195.9805299,1.5134693930690348,0.7772876171502665,0.43093283185283954
127,223-222@8g6-yqg-mff,89387.4301364317,1485360051.1053648,0.8039143035588191,1.0083921247755483,94951.84848484848,1458815995.179063,1.2543527591330739,1.0622505685634303,0.982129547710302
128,223-222@8g6-ysc-sdv,62595.09348579721,509123062.2071626,1.0523019935658042,1.4201995964965644,63797.12048192771,1097242467.2143998,1.3496121884974404,1.0192032143286636,2.1551615879618726
129,223-222@8g6-yth-r6k,63713.561133110605,434129107.1124326,1.057396479133272,1.546355287408861,65759.23214285714,480773348.5353954,1.462417662555846,1.0321073092347282,1.1074432482383234
130,223-222@8g6-ytk-vj9,67685.96115283809,775944853.4691056,1.0636072401781742,1.4736005956648444,82472.88356164383,1049885478.4864422,1.3854743931773053,1.2184636541603682,1.3530413582777163
131,223-222@8g6-ytm-brk,64205.04021769299,539616221.146111,1.067527377357143,0.0,0.0,0.0,0.0,0.0,0.0
132,223-222@8g6-ytw-dsq,60107.69328598081,572001239.8678309,1.0492969136123675,1.5463031561176,50220.434782608696,217439521.0283554,1.4736564418113185,0.8355076037216993,0.3801381987888661
133,223-222@8g6-yv6-5mk,71305.08352486513,1187286197.3808389,1.0061122481096223,1.3551867213663888,61359.22535211268,417435867.104146,1.346953805514882,0.8605168428239175,0.3515882421820554
134,223-222@8g6-zbq-c89,65084.05871288632,25311272.09203189,0.6448476455687756,0.8637481351787045,64891.54255319149,39700002.03542327,1.3394607875428497,0.9970420381964176,1.5684712285923008
135,223-222@8g7-26q-qcq,92207.51386141474,558239791.9238067,0.9163206113635838,1.269280525153185,88236.5,466589549.05,1.3851925946141916,0.9569339450211936,0.8358228055403191
136,223-222@8g7-2jx-nbk,77270.35995410182,169386540.83523622,0.8662387979992551,1.096421994943633,63321.5,62149572.25,1.2657271845546865,0.8194798113741496,0.3669097434987673
137,223-222@8g7-37w-73q,70237.39740268818,303314589.5195188,0.8194820650335797,1.176686079104235,71615.95202020202,337405902.2224453,1.4358899716200846,1.0196270743007496,1.1123958882325133
138,223-222@8g7-3dy-f4v,55546.37269444582,247823956.5970824,0.7458128793489829,1.196580307987129,66492.79629629629,275273961.1622085,1.6043974851059415,1.1970681985314413,1.1107641284646057
139,223-222@8g7-3yq-h89,38483.41929026051,212757014.85909364,0.4080209004605828,0.803881450135443,46763.6935483871,353902166.6254422,1.970196745382416,1.2151647231674705,1.6634100965358405
140,223-222@8g7-46r-bzf,66246.74705600792,1513188304.5358346,0.8751117181093608,1.211389559857,47366.21212121212,265848743.0156107,1.3842684708578148,0.7149967994830997,0.17568781242804998
141,223-222@8g7-46s-dn5,54560.43593322497,908676900.0656604,0.7642269519890532,1.1326810325517371,50980.0,0.0,1.4821265196205244,0.9343766985731754,0.0
142,223-222@8g7-46w-wx5,55997.54292251771,949030708.3031664,0.7361966188839469,0.138005029148156,14375.0,0.0,0.1874567549051878,0.256707691976598,0.0
143,223-222@8g7-46w-zs5,55464.61641079209,917727379.2561944,0.7342675756405176,0.91905733243404,54077.0,383307592.1538461,1.2516654186075509,0.9749819524484786,0.41767043330941234
144,223-222@8g7-46z-2zf,77823.86132213096,1712347448.3336627,0.9221964450202164,1.399845554312204,66636.42,588999364.3236,1.5179472463500079,0.8562466429695186,0.3439718760913699
145,223-222@8g7-46z-tqf,74609.78960901147,1711708382.49007,0.914626755058376,1.1825333711042865,62797.0,83010321.0,1.2929136006182231,0.8416723908361657,0.04849559764335708
146,223-222@8g7-472-cdv,79090.92559689003,1809627121.2028964,0.921730064548232,1.3634373197179293,42698.4,164158641.92,1.4792154147496441,0.5398647149184327,0.09071407031680669
147,223-222@8g7-473-6hq,77102.72899692442,1790713927.2128162,0.9301857097233566,1.2330859323889856,49669.2,150419821.4933333,1.3256341389674902,0.6441950971927501,0.08399991713218902
148,223-222@8g7-474-hyv,79383.22579333906,1688554821.795589,0.9083209371459168,1.3507461600291213,61735.42105263158,613251279.7525393,1.4870802871431898,0.7776884906812607,0.36318114865848133
