time,placekey,FIPS,normalized_visits
201902,22q-222@8gd-q2n-kxq,13121011626,1490.2935306122474
201902,22q-222@8gd-q2n-kxq,13089023416,1192.2348244897978
201902,224-222@8g7-479-x89,13121001001,348.4848617715313
201902,224-222@8g7-479-x89,13089023801,174.24243088576566
201902,224-222@8g7-479-x89,13217100501,174.24243088576566
201902,224-222@8g7-479-x89,13121001002,174.24243088576566
201902,224-222@8g7-479-x89,13121007706,34.84848617715313
201902,224-222@8g7-479-x89,13121006100,69.69697235430625
201902,224-222@8g7-479-x89,13067030902,104.5454585314594
201902,224-222@8g7-479-x89,13089023507,139.3939447086125
201902,224-222@8g7-479-x89,13089023416,104.5454585314594
201902,224-222@8g7-479-x89,13097080202,69.69697235430625
201902,224-222@8g7-479-x89,13135050309,104.5454585314594
201902,224-222@8g7-479-x89,13171970200,34.84848617715313
201902,224-222@8g7-479-x89,13089021216,104.5454585314594
201902,224-222@8g7-479-x89,13089023311,34.84848617715313
201902,224-222@8g7-479-x89,13151070108,104.5454585314594
201902,224-222@8g7-479-x89,13121008400,69.69697235430625
201902,224-222@8g7-479-x89,13121011201,34.84848617715313
201902,224-222@8g7-479-x89,13063040608,104.5454585314594
201902,224-222@8g7-479-x89,13067031313,34.84848617715313
201902,224-222@8g7-479-x89,13121007500,139.3939447086125
201902,224-222@8g7-479-x89,13121001202,104.5454585314594
201902,224-222@8g7-479-x89,13135050310,69.69697235430625
201902,224-222@8g7-479-x89,13067031405,69.69697235430625
201902,224-222@8g7-479-x89,13063040616,34.84848617715313
201902,224-222@8g7-479-x89,13121008902,139.3939447086125
201902,224-222@8g7-479-x89,13247060202,139.3939447086125
201902,224-222@8g7-479-x89,13089023803,104.5454585314594
201902,224-222@8g7-479-x89,13089023700,34.84848617715313
201902,224-222@8g7-479-x89,13067030507,139.3939447086125
201902,224-222@8g7-479-x89,13121010205,104.5454585314594
201902,224-222@8g7-479-x89,13121000500,104.5454585314594
201902,224-222@8g7-479-x89,13121010507,34.84848617715313
201902,224-222@8g7-479-x89,13121009000,34.84848617715313
201902,224-222@8g7-479-x89,13121009102,139.3939447086125
201902,zzw-227@8g7-475-x5z,13121009101,174.59197565749017
201902,zzw-227@8g7-475-x5z,13121008903,139.67358052599212
201902,zzw-227@8g7-475-x5z,13097080506,69.83679026299606
201902,zzw-227@8g7-475-x5z,13063040203,34.91839513149803
201902,zzw-227@8g7-475-x5z,13117130606,139.67358052599212
201902,zzw-227@8g7-475-x5z,13067030339,69.83679026299606
201902,zzw-227@8g7-475-x5z,13151070113,69.83679026299606
201902,zzw-227@8g7-475-x5z,13089021706,139.67358052599212
201902,zzw-227@8g7-475-x5z,13063040608,69.83679026299606
201902,zzw-227@8g7-475-x5z,13045910703,104.75518539449409
201902,zzw-227@8g7-475-x5z,13067030505,34.91839513149803
201902,zzw-227@8g7-475-x5z,13135050213,104.75518539449409
201902,zzw-227@8g7-475-x5z,13135050537,69.83679026299606
201902,zzw-227@8g7-475-x5z,13247060307,69.83679026299606
201902,zzw-227@8g7-475-x5z,13297110602,34.91839513149803
201902,zzw-227@8g7-475-x5z,13121003900,34.91839513149803
201902,zzw-227@8g7-475-x5z,13121009300,139.67358052599212
201902,zzw-227@8g7-475-x5z,13135050431,139.67358052599212
201902,zzw-227@8g7-475-x5z,13089023802,139.67358052599212
201902,zzy-223@8gn-jck-kmk,13063040509,1183.468391956785
201902,zzw-222@8g6-yt5-w49,13135050533,84.86496031959015
201902,zzw-222@8g6-yt5-w49,13135050427,254.5948809587705
201902,zzw-222@8g6-yt5-w49,13013180503,84.86496031959015
201902,zzw-222@8g6-yt5-w49,13135050542,339.4598412783606
201902,zzw-222@8g6-yt5-w49,13135050423,339.4598412783606
201902,zzw-222@8g6-yt5-w49,13121010118,169.7299206391803
201902,zzw-222@8g6-yt5-w49,13117130613,169.7299206391803
201902,225-222@8g6-ym8-mhq,13121009200,90.16902033956454
201902,225-222@8g6-ym8-mhq,13135050715,90.16902033956454
201902,225-222@8g7-njj-2rk,13121001400,1048.2148614474377
201902,zzy-222@8g7-26m-hkf,13135050547,90.16902033956454
201902,23b-222@8g7-njn-dd9,13297110300,851.8953712678261
201902,23b-222@8g7-njn-dd9,13067031205,319.4607642254348
201902,23b-222@8g7-njn-dd9,13117130102,106.48692140847827
201902,23b-222@8g7-njn-dd9,13121011617,212.97384281695653
201902,23b-222@8g7-njn-dd9,13045911200,212.97384281695653
201902,23b-222@8g7-njn-dd9,13135050548,425.94768563391307
201902,23b-222@8g7-njn-dd9,13297110505,212.97384281695653
201902,23b-222@8g7-njn-dd9,13035150200,319.4607642254348
201902,23b-222@8g7-njn-dd9,13063040302,106.48692140847827
201902,23b-222@8g7-njn-dd9,13135050546,106.48692140847827
201902,23b-222@8g7-njn-dd9,13121011505,106.48692140847827
201902,23b-222@8g7-njn-dd9,13297110506,106.48692140847827
201902,23b-222@8g7-njn-dd9,13117130302,106.48692140847827
201902,23b-222@8g7-njn-dd9,13013180401,212.97384281695653
201902,23b-222@8g7-njn-dd9,13117130609,425.94768563391307
201902,23b-222@8g7-njn-dd9,13121011423,425.94768563391307
201902,23b-222@8g7-njn-dd9,13121010108,319.4607642254348
201902,23b-222@8g7-njn-dd9,13113140306,106.48692140847827
201902,23b-222@8g7-njn-dd9,13297110200,425.94768563391307
201902,23b-222@8g7-njn-dd9,13077170200,106.48692140847827
201902,23b-222@8g7-njn-dd9,13067030314,106.48692140847827
201902,23b-222@8g7-njn-dd9,13045911100,212.97384281695653
201902,23b-222@8g7-njn-dd9,13121011618,106.48692140847827
201902,23b-222@8g7-njn-dd9,13135050530,425.94768563391307
201902,23b-222@8g7-njn-dd9,13113140304,425.94768563391307
201902,23b-222@8g7-njn-dd9,13135050610,319.4607642254348
201902,23b-222@8g7-njn-dd9,13013180402,319.4607642254348
201902,227-222@8g6-ykz-6zf,13089022402,213.20338454121335
201902,227-222@8g6-ykz-6zf,13067030229,213.20338454121335
201902,227-222@8g6-ykz-6zf,13067030228,213.20338454121335
201902,227-222@8g6-ykz-6zf,13067030227,186.55296147356168
201902,227-222@8g6-ykz-6zf,13121010210,186.55296147356168
201902,227-222@8g6-ykz-6zf,13121001002,159.90253840591
201902,227-222@8g6-ykz-6zf,13135050523,133.25211533825833
201902,227-222@8g6-ykz-6zf,13135050546,26.65042306765167
201902,227-222@8g6-ykz-6zf,13135050107,53.30084613530334
