time,placekey,FIPS,normalized_visits
201901,zzy-223@8g7-37t-nbk,13063040609,263.96447329728477
201901,zzy-223@8g7-37t-nbk,13151070304,131.98223664864238
201901,zzy-223@8g7-37t-nbk,13151070404,65.99111832432119
201901,22c-222@8g6-yvg-3kf,13089021303,513.1840560939789
201901,22c-222@8g6-yvg-3kf,13057090804,299.35736605482106
201901,22c-222@8g6-yvg-3kf,13089021814,171.06135203132632
201901,22c-222@8g6-yvg-3kf,13089021102,42.76533800783158
201901,22c-222@8g6-yvg-3kf,13121011505,42.76533800783158
201901,22c-222@8g6-yvg-3kf,13135050610,85.53067601566316
201901,22c-222@8g6-yvg-3kf,13089021305,128.29601402349473
201901,22c-222@8g6-yvg-3kf,13089021409,128.29601402349473
201901,22c-222@8g6-yvg-3kf,13135050424,171.06135203132632
201901,22c-222@8g6-yvg-3kf,13089022204,128.29601402349473
201901,22c-222@8g6-yvg-3kf,13135050213,42.76533800783158
201901,22c-222@8g6-yvg-3kf,13135050103,171.06135203132632
201901,22c-222@8g6-yvg-3kf,13013180105,42.76533800783158
201901,22c-222@8g6-yvg-3kf,13135050210,171.06135203132632
201901,22c-222@8g6-yvg-3kf,13063040524,171.06135203132632
201901,22c-222@8g6-yvg-3kf,13089023315,128.29601402349473
201901,22c-222@8g6-yvg-3kf,13089021306,42.76533800783158
201901,22c-222@8g6-yvg-3kf,13151070202,85.53067601566316
201901,22c-222@8g6-yvg-3kf,13135050108,42.76533800783158
201901,22c-222@8g6-yvg-3kf,13135050418,85.53067601566316
201901,22c-222@8g6-yvg-3kf,13135050319,42.76533800783158
201901,222-222@8gb-7gv-3qz,13045910600,61.295596443552185
201901,222-222@8gb-7gv-3qz,13067030219,81.72746192473625
201901,222-222@8gb-7gv-3qz,13067030227,61.295596443552185
201901,222-222@8gb-7gv-3qz,13067030224,61.295596443552185
201901,222-222@8g7-484-hqz,13121011623,173.22668560134312
201901,222-222@8g7-484-hqz,13077170602,115.48445706756209
201901,222-222@8g7-484-hqz,13113140406,57.742228533781045
201901,222-222@8g7-484-hqz,13089022401,57.742228533781045
201901,222-222@8g7-484-hqz,13089023108,173.22668560134312
