placekey,location_name,brands,latitude,longitude,category_tags,opened_on,closed_on
222-222@8g6-yjx-49z,Three Sheets,,33.919884,-84.383568,"Bar or Pub,Cocktail Lounge,Late Night",,2021-10
22p-222@8g7-2m7-kvf,Exhibit Ale,,33.956287,-83.987163,"Bar or Pub,Late Night",,
226-222@8g6-yk3-bkz,Velvet Room,,33.886663,-84.256016,"Dance Club,Late Night",,2022-01
zzw-223@8gb-jkv-v75,Amelia's Cafe,,34.879519,-83.955679,"Bar or Pub,Cafe,Late Night",,
222-222@8g7-484-hqz,Tiki Iniki Atlanta,,33.776842,-84.353076,"Bar or Pub,Cocktail Lounge,Late Night",,2022-12
227-222@8g7-njj-33q,Cutters Pub,,33.957953,-83.376666,"Bar or Pub,Late Night",,
zzw-222@8g7-4rh-bhq,Wraith ATL,,33.618514,-84.474027,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-223@8gd-q2q-c3q,Five Oaks Taproom,,32.081515,-81.094494,"American Food,Bar or Pub,Brunch,Cocktail Lounge,Late Night",,
224-222@8gn-jbh-m8v,Billiards On Broad,,32.467222,-84.993508,Pool and Billiards,,
zzy-222@8g7-46q-jd9,Cast Iron,,33.761073,-84.365368,"American Food,Bar or Pub,Late Night,Wine Bar",,2020-07
zzw-222@8g6-x6r-fmk,Phase One,,33.789555,-84.230273,"Dance Club,Late Night",,
222-222@8gm-frv-6p9,Stix Bar & Grill,,33.729424,-84.937087,"Bar or Pub,Dance Club,Late Night,Pool and Billiards,Sports Bar",,
228-222@8g7-48z-pvz,Lee White,,33.729801,-84.418818,"Bar or Pub,Brewery or Brewpub,Late Night",,
223-226@8g6-ysb-v4v,JW's Sports Bar and Grill,,33.900078,-84.142759,"Bar or Pub,Late Night,Sports Bar",,2021-11
222-222@8g7-p2n-q9f,Pub On Main,,33.863766,-83.409085,"Bar or Pub,Late Night",,2021-10
22d-222@8g6-t85-r6k,Cherry Street Hookah,,32.836503,-83.62818,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
223-223@8g7-48f-649,ATL Sports Bar 2,,33.702145,-84.399912,"Bar or Pub,Late Night,Sandwich Shop,Seafood,Sports Bar",,
225-222@8g7-4dr-nkf,Club Crucial,,33.776074,-84.468154,"Dance Club,Late Night",,2022-09
223-222@8g6-ymj-8qf,Coronet Club,,33.899072,-84.380705,Late Night,,2020-01
22k-223@8g6-x93-fzz,Truman Tavern,,33.77504,-84.295782,"Bar or Pub,Late Night",,2020-01
226-222@8g7-48t-7nq,Cru Hemp Lounge,,33.746537,-84.402995,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
228-222@8g6-xhd-94v,Glow Bar ATL,,33.77659,-84.075649,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
223-222@8g7-3yq-h89,Mardi Gras Sports Cafe,,33.687755,-84.455247,"Bar or Pub,Late Night,Sports Bar",,2020-01
22j-223@8gd-q2n-kvf,Mint to Be Mojito Bar and Bites,,32.078567,-81.092793,"Bar or Pub,Cocktail Lounge,Late Night",,
227-222@8g7-bfx-2kz,Riverfront Pub & Sports,,33.473741,-81.960008,"Late Night,Pool and Billiards",,
229-222@8g6-yjd-6hq,The Bat & Ball Pub,,33.892423,-84.325403,"Bar or Pub,Late Night",,
22g-222@8gd-q2q-c5z,The Crypt Pub,,32.07972,-81.095856,"Bar or Pub,Late Night",,2020-01
223-223@8g7-2mp-j35,Apple Lounge,,34.032642,-84.049849,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,2021-11
zzy-222@8gj-hg3-zs5,Club 118,,31.90372,-84.252519,"Dance Club,Late Night",,
222-222@8gp-vtf-389,Village Inn and Pub,,31.137705,-81.39472,"Bar or Pub,Late Night",,
zzw-224@8g6-ykw-w49,Havana Club ATL,,33.840784,-84.370638,"Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,
226-222@8g6-ykz-b49,Five Paces Inn,,33.841613,-84.380279,"Bar or Pub,Dive Bar,Late Night,Music Venue",,
zzw-222@8g7-438-pn5,B3 Bar and Grill,,33.813879,-84.627225,"Bar or Pub,Late Night,Music Venue,Pool and Billiards",,2021-10
zzw-222@8g6-yjr-f4v,The Dunwoody Restaurant Group,,33.946002,-84.332232,"Bar or Pub,Late Night",,
zzw-222@8gb-6rx-2tv,unWine'd & Tap Marietta,,34.037621,-84.774482,"Bar or Pub,Late Night,Tapas,Wine Bar",,
229-22b@8g6-ykz-9xq,Sanctuary,,33.842743,-84.381678,"Dance Club,Late Night",,
22b-222@8gd-pws-3nq,Aqua Vitae Lounge,,32.03017,-81.095237,"Bar or Pub,Late Night",,
222-222@8g8-bhq-p5f,Earnie's Lounge,,32.228606,-82.418303,Late Night,,
223-222@8g7-472-cdv,The Loft,,33.797253,-84.417998,"Dance Club,Late Night",,
229-223@8g7-475-x5z,The Green Room Actor's Lounge,,33.811791,-84.393311,"Bar or Pub,Cocktail Lounge,Late Night",,2020-01
228-222@8g6-x6q-4d9,Jay's Place,,33.76309,-84.195103,"Bar or Pub,Late Night,Sports Bar",,2020-01
22j-222@8gd-q2n-kxq,Barrelhouse South,,32.079932,-81.093552,"Bar or Pub,Late Night,Sports Bar",,
222-223@8g7-46n-tjv,The Basement,,33.739993,-84.346683,"Dance Club,Late Night",,
222-222@8g7-223-mhq,The Oasis Tavern,,33.996531,-83.790416,"Bar or Pub,Karaoke,Late Night,Pool and Billiards",,2022-05
224-222@8gb-7gm-sbk,Monkey Barrel,,33.952845,-84.572795,"Bar or Pub,Late Night,Sports Bar",,
zzw-222@8g6-yjh-v75,Temptation Cafe And Hookah Lounge,,33.867137,-84.308964,"Bar or Pub,Hookah,Late Night",,2022-06
224-223@8gb-q5n-cdv,Beer Me,,34.185505,-83.926642,"Bar or Pub,Late Night",,
zzw-224@8g7-46r-c3q,Puff & Petals Lounge,,33.754228,-84.375644,"Bar or Pub,Cocktail Lounge,Late Night,Tapas",,2020-01
223-222@8g7-4c8-xt9,Garden & Gun Club,,33.888982,-84.468137,"American Food,BBQ and Southern Food,Bar or Pub,Cocktail Lounge,Late Night",,
229-222@8g7-bfw-j5f,Metro A Coffeehouse,,33.476853,-81.971052,"Bar or Pub,Coffee Shop,Late Night",,
222-222@8g6-ymt-z4v,Josephine Lounge,,33.841307,-84.328162,"Bar or Pub,Cocktail Lounge,Late Night",,
222-222@8gp-f4m-wff,Oak Plaza Lounges,,31.310131,-82.241886,Late Night,,
223-222@8gb-58m-yqf,Billy's Place,,34.011092,-85.264738,Late Night,,2020-01
22n-223@8g7-njj-2kz,8E's,,33.958699,-83.376826,"Bar or Pub,Cocktail Lounge,Late Night",,2020-01
226-222@8g6-ykz-6zf,Lost Dog Tavern,,33.842017,-84.379293,"Bar or Pub,Late Night,Sports Bar",,
zzw-229@8g6-yjx-gc5,Meehan's Public House Sandy Springs,,33.920731,-84.383335,"Bar or Pub,Irish Pub,Late Night",,2023-02
222-223@8gb-jgw-3h5,The Wurst House,,34.701519,-83.731107,"Bar or Pub,Late Night",,
223-222@8g7-n3g-gkz,Pickle Barrel Cafe & Sports Pub Greensboro,,33.463906,-83.241069,"Bar or Pub,Cafe,Late Night,Sandwich Shop,Sports Bar",,2022-12
222-222@8g7-2k6-sbk,Summit Chase Country Club,,33.851158,-83.962513,Country Club,,
223-222@8gp-wpb-ty9,Jesup Billiards,,31.606839,-81.886668,Pool and Billiards,,
224-222@8gd-q2q-8qf,Chuck's Bar,,32.08271,-81.094273,"Bar or Pub,Late Night",,2020-01
224-223@8g7-46z-6ff,Tiki Tango Hideaway Oasis,,33.785515,-84.3857,"Bar or Pub,Cocktail Lounge,Late Night",,2022-10
222-224@8gq-2zg-mp9,The Rah Bar,,31.05832,-81.42377,"Bar or Pub,Late Night",,2020-01
222-223@8g6-tpk-52k,Big Boy Lounge,,32.80383,-83.695816,Late Night,,2020-01
223-222@8g6-yps-mhq,Moustache Hookah Bar,,33.970624,-84.358533,"Bar or Pub,Hookah,Late Night",,
zzw-222@8gb-qhg-qj9,The Boro Inn,,34.867021,-84.324247,"Bar or Pub,Irish Pub,Late Night",,
zzw-224@8gj-g7j-2x5,Manor House Pub,,31.587405,-84.186055,"Bar or Pub,Late Night",,
zzw-225@8g6-ytk-st9,Do Re Mi Karaoke,,33.970316,-84.143326,"Karaoke,Late Night",,
222-222@8gb-6r6-jd9,Fish Thyme,,34.050442,-84.663381,"American Food,Bar or Pub,Cafe,Late Night,Seafood,Wine Bar",,
zzw-222@8gd-q2n-j35,Mcdonough's Restaurant & Lounge,,32.075325,-81.092242,"Bar or Pub,Karaoke,Late Night,Sports Bar",,
222-222@8g6-t76-z4v,C J's Bar & Grill,,32.880919,-83.669606,"Bar or Pub,Late Night,Sports Bar",,2020-01
zzw-222@8gb-6zk-9s5,Bar North,,34.049243,-84.622873,"American Food,Bar or Pub,Burgers,Chicken Wings,Late Night,Sports Bar",,
242-224@8g7-477-4jv,Studio No 7,,33.763638,-84.397102,"Bar or Pub,Cocktail Lounge,Late Night",,2022-12
22c-222@8g6-yjw-bff,Beer & Wine Craft,,33.924638,-84.383201,Brewing Supplies,,
zzw-223@8g6-ykk-v75,SportsTime2 Bar & Grille,,33.942503,-84.269611,"American Food,Bar or Pub,Late Night,Sports Bar",,
222-225@8g6-yvg-y35,Espacio Discotheque Atl,,33.907298,-84.20148,"Dance Club,Late Night",,
223-222@8g6-ytm-brk,Encore KTV Lounge,,33.952248,-84.140693,"Bar or Pub,Cocktail Lounge,Dance Club,Karaoke,Late Night",,
222-222@8gp-vtk-gff,Marsh Point Bar & Grill,,31.163346,-81.38982,"Bar or Pub,Dive Bar,Late Night",,2022-07
223-222@8gj-gm7-zmk,Riverfront Entertainment District,,31.633183,-84.175079,"Bar or Pub,Late Night,Sports Bar",,2021-12
225-222@8g6-y43-yqf,Marlow's Tavern,Marlow's Tavern,34.071624,-84.276756,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
22c-222@8g7-njn-dd9,Flanagan's Bar,,33.959053,-83.374553,"Bar or Pub,Late Night",,
224-222@8g7-n53-nwk,44 Draft House Growler Bar,,33.438912,-83.264264,"Bar or Pub,Late Night",,
227-222@8g7-46n-9j9,B 142 Bar & Lounge,,33.750496,-84.3927,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,2020-01
22v-222@8gd-qbw-33q,O'Connell's,,32.078845,-81.090676,"Bar or Pub,Late Night",,
22d-222@8gd-pyh-389,Ritzy Lounge,,31.981858,-81.147078,"Bar or Pub,Late Night",,2020-01
zzw-222@8gd-q2n-j5f,Husk Savannah,,32.077323,-81.09325,"BBQ and Southern Food,Bar or Pub,Cocktail Lounge,Dessert,Late Night",,
zzy-222@8g7-46t-w6k,Press Start,,33.736935,-84.385473,"Arcades,Asian Food,Bar or Pub,Cocktail Lounge,Late Night",,
226-222@8g6-y4h-8qf,Marlow's Tavern,Marlow's Tavern,33.949924,-84.335002,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
zzy-22j@8gd-q2q-8n5,Baobab Lounge,,32.083697,-81.095811,"African Food,Bar or Pub,Cocktail Lounge,Late Night",,
22b-225@8g7-484-7yv,The Rooftop,,33.773522,-84.361368,"Bar or Pub,Late Night",,
zzw-228@8g7-474-j35,Bar Margot,,33.786437,-84.385483,"Bar or Pub,Cocktail Lounge,Late Night,Music Venue",,
223-222@8g7-n4y-rx5,Watering Hole of Lake Oconee,,33.427743,-83.273219,"Bar or Pub,Late Night",,
226-222@8gb-7ct-2zf,Big Al's Down the Hatch Saloon,,33.989328,-84.962557,"Bar or Pub,Late Night",,
zzw-222@8g6-tnx-dd9,L & W Sports Center,,32.780779,-83.664663,"Bar or Pub,Karaoke,Late Night,Pool and Billiards,Sports Bar",,
223-222@8gm-jp3-7dv,Country's Barbecue,,33.038977,-85.033124,"BBQ and Southern Food,Catering",,
zzy-223@8g7-37t-nbk,Soho Sports Bar,,33.422026,-84.172891,"Bar or Pub,Late Night,Sports Bar",,
zzw-222@8g6-xn3-w6k,Charlies's Sports Bar,,33.528679,-84.19834,Late Night,,
222-226@8g6-yjy-8sq,The Brass Tap,The Brass Tap,33.924665,-84.335592,"American Food,Bar or Pub,Casual Dining,Dinner,Lunch",,
zzw-225@8g6-y4r-djv,Pinkies Up,,34.047031,-84.359364,"Bar or Pub,Late Night,Wine Bar",,
229-222@8g7-46r-7t9,Sister Louisa's Church of the Living Room & Ping Pong Emporium,,33.754473,-84.372291,"Bar or Pub,Late Night",,
222-222@8gp-gv3-8jv,Moody Field Club,,30.975541,-83.20623,"Bar or Pub,Late Night",,
22j-226@8g7-46q-bc5,The James Room,,33.756285,-84.365458,"Bar or Pub,Cafe,Cocktail Lounge,Late Night",,
223-222@8gb-6y3-92k,Tavern,,34.089969,-84.579348,"Bar or Pub,Late Night,Sports Bar",,2020-01
225-222@8gb-pwy-gp9,Tam's Backstage,,34.208174,-84.136641,"American Food,Bar or Pub,Late Night,Wine Bar",,
zzw-222@8g6-y39-nt9,Fairway Social,,34.068955,-84.297011,,,
224-223@8g7-477-6zf,Der Biergarten,,33.762062,-84.396748,"Beer Garden,German Food,Late Night",,
222-223@8g7-4qc-4qf,Sharp's Bar,,33.571185,-84.372789,"Bar or Pub,Late Night",,2020-01
zzw-227@8g6-ymn-m49,Scenario,,33.871108,-84.379107,"American Food,Dance Club,Late Night",,2020-01
22f-222@8g7-2ft-yd9,Smokers Embassy Cigar bar,,34.123429,-83.827595,"Bar or Pub,Cigars,Cocktail Lounge,Late Night",,2021-11
222-222@8g6-ykr-5j9,Gilly's Sports Bar,,33.923513,-84.311379,"American Food,Bar or Pub,Late Night,Sports Bar",,
22f-222@8gd-q2n-p7q,The Original Pinkie Masters,,32.073674,-81.09259,"Bar or Pub,Late Night",,
224-222@8gj-jkd-nwk,Edd's Oyster Bar,,31.377807,-84.93165,"Bar or Pub,Late Night",,2020-01
223-222@8g6-x78-ysq,MoonShadow Tavern,,33.850671,-84.219045,"Bar or Pub,Late Night,Music Venue",,
222-222@8gq-2zf-dqf,Wee Pub Beach,,31.047152,-81.411833,"Bar or Pub,Irish Pub,Late Night",,
225-222@8g7-njg-9vf,Hedges On Broad,,33.957683,-83.373955,"Bar or Pub,Cocktail Lounge,Late Night,Music Venue",,2021-10
zzw-226@8g6-ym6-p7q,The Regent Cocktail Club,,33.837736,-84.380671,"Bar or Pub,Cocktail Lounge,Late Night",,2022-03
228-222@8gd-qbw-389,The District Cafe and Eatery,,32.078464,-81.089457,"Bar or Pub,Cafe,Late Night,Sandwich Shop",,2021-10
222-227@8g6-yqk-y5f,LeBuzz,,33.938592,-84.506241,"Bar or Pub,Cocktail Lounge,Gay Bar,Late Night",,2021-11
zzw-222@8g6-yt5-w49,Happy Hours,,33.910772,-84.114331,"Bar or Pub,Late Night",,
225-222@8g6-ym8-mhq,Sequel Atlanta,,33.817479,-84.352678,"Bar or Pub,Gay Bar,Late Night",,2021-10
zzw-222@8g7-4qp-fzz,Magnolia Lounge,,33.647729,-84.364447,"Bar or Pub,Late Night,Sports Bar",,
229-222@8g7-bfw-kfz,Bar On Broad,,33.476608,-81.967753,"Bar or Pub,Late Night",,
zzw-222@8g8-5w4-m6k,Rusty Buzzard,,32.901211,-84.322405,"Late Night,Pool and Billiards",,
225-222@8gd-q2q-8qf,Club 309 West,,32.082767,-81.094629,"Dance Club,Late Night",,2023-01
zzw-226@8g7-4c9-73q,Terrapin Taproom,,33.889853,-84.468453,"BBQ and Southern Food,Bar or Pub,Late Night",,
228-224@8g7-4pp-rkz,Radial Cafe College Park,,33.653529,-84.449785,"Bar or Pub,Brunch,Coffee Shop,Late Night",,2022-12
222-222@8g6-yhk-59f,Butcher & Brew,,34.110473,-84.222998,"American Food,Bar or Pub,Late Night",,
22f-223@8gd-q2q-8qf,Stafford's Public House,,32.082466,-81.094395,Late Night,,
zzw-222@8gb-54z-j5f,Sports Page,,34.231178,-85.158994,"Bar or Pub,Karaoke,Late Night,Sports Bar",,
224-225@8g7-46n-89z,Day Dreams,,33.750813,-84.396254,"Bar or Pub,Dance Club,Hookah,Late Night",,2020-07
225-222@8gj-g7g-gx5,Oglethorpe Lounge,,31.57557,-84.168906,Late Night,,
22j-227@8g7-46q-bc5,Pour Taproom Beltline,,33.756191,-84.365474,"Beer Garden,Late Night",,
22d-222@8g7-46m-jvz,Sidebar,,33.756813,-84.389831,"American Food,Bar or Pub,Brunch,Late Night",,
224-222@8g6-ycy-ht9,Ny Billiards,,34.004239,-84.084553,"Late Night,Pool and Billiards",,
zzw-222@8g7-4c6-b6k,Boone's,,33.814895,-84.405746,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,
zzw-222@8g7-46r-7nq,Georgia Beer Garden,,33.754498,-84.373888,"BBQ and Southern Food,Beer Garden,Coffee Shop,Late Night",,
222-222@8g7-46q-f2k,Indigo Bar,,33.754146,-84.366976,"Bar or Pub,Cocktail Lounge,Late Night",,2020-01
zzw-223@8g7-4ps-td9,Finish Line Sports Bar,,33.660085,-84.425025,"Bar or Pub,Late Night,Sports Bar",,2021-12
zzw-222@8g7-53f-nh5,Hammer's Getaway,,33.384628,-83.901829,"Bar or Pub,Late Night,Sports Bar",,2020-01
223-225@8g7-474-kzz,Empire State South,,33.781436,-84.383662,"BBQ and Southern Food,Bar or Pub,Cocktail Lounge,Coffee Shop,Fine Dining,Late Night",,
222-222@8gj-jpy-ch5,Mintos Sports Bar & Grill,,31.02081,-84.900458,"Bar or Pub,Late Night,Sports Bar",,
22b-224@8g7-njj-33q,General Beauregard's,,33.958205,-83.376241,Late Night,,
zzw-224@8g7-njj-33q,Barcode,,33.958119,-83.37617,"Bar or Pub,Late Night",,2020-01
zzw-229@8gb-6zs-6kz,Luna Lounge,,34.028823,-84.627492,"Bar or Pub,Hookah,Late Night",,2019-11
zzw-226@8g6-y8r-z75,Marlow's Tavern,Marlow's Tavern,34.060267,-84.381243,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
222-222@8g6-yjh-td9,The Mansion Elan,,33.86485,-84.307593,"Dance Club,Late Night",,2022-09
22q-223@8gd-q2p-6c5,Brewed,,32.058634,-81.094545,"Bar or Pub,Coffee Shop,Late Night,Sandwich Shop",,2021-10
223-223@8g7-4cj-2zf,Game Changer Sports Bar,,33.888662,-84.472041,"Bar or Pub,Late Night,Sports Bar",,
zzw-22b@8g6-yfv-tqf,Marlow's Tavern,Marlow's Tavern,34.154885,-84.176931,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
22r-222@8gb-qzp-8vz,Cartecay Wine & Craft,,34.694577,-84.482554,"Bar or Pub,Late Night,Wine Bar",,
222-222@8g7-485-9zz,JavaVino,,33.770118,-84.352247,"Bar or Pub,Coffee Shop,Late Night,Wine Bar",,
222-223@8g7-477-whq,Red Ciroc Bar,,33.699837,-84.35354,"Bar or Pub,Late Night",,
242-224@8g7-46m-vs5,M Bar Ultra Lounge,,33.755765,-84.381599,"Bar or Pub,Cocktail Lounge,Late Night,Wine Bar",,2022-07
224-222@8g7-3yp-c5z,Club 291,,33.696364,-84.487226,"Bar or Pub,Late Night",,
222-222@8g6-ym4-yvz,BJ Roosters,,33.811333,-84.356029,"Bar or Pub,Gay Bar,Late Night",,
zzw-222@8g7-2p4-b49,Southern Comfort Sports Bar,,33.922138,-84.01849,"Bar or Pub,Late Night,Sports Bar",,2020-01
223-222@8g7-479-v2k,E Villa,,33.768007,-84.38495,"Bar or Pub,Cocktail Lounge,Ethiopian Food,Hookah,Late Night",,2022-12
22b-222@8g6-xmy-7yv,Southern Roots Tavern & Eatery,,33.447277,-84.147488,"Bar or Pub,Late Night,Music Venue",,
22k-222@8gn-jd2-3dv,Hitch N Rail,,32.490936,-84.969598,"Bar or Pub,Late Night",,
227-222@8gb-6yq-jvz,The Daily Draft Tap Room and Bar,,34.100972,-84.519834,"Bar or Pub,Late Night,Sports Bar",,
223-222@8g6-ysc-sdv,Dumpster Sports Bar and Grill,,33.904436,-84.154688,"Bar or Pub,Late Night,Sports Bar",,2020-01
223-222@8gn-jbh-mkz,The Hooch,,32.466256,-84.993687,"Bar or Pub,Late Night",,
zzw-222@8gd-q2q-75z,Roof Top Bar,,32.084105,-81.097532,"Bar or Pub,Late Night",,
zzw-223@8g6-yfv-kj9,Sip Kitchen & Wine Bar,,34.152438,-84.174656,"American Food,Bar or Pub,Late Night,Wine Bar",,2020-01
227-222@8g7-86g-9s5,Bar West Martini Lounge,,33.491364,-82.074431,"Bar or Pub,Cocktail Lounge,Karaoke,Late Night",,2022-08
zzw-223@8g7-njn-d9z,9d's Bar,,33.958545,-83.373876,"Bar or Pub,Dive Bar,Late Night",,
222-228@8g7-46k-dvz,The Cockpit,,33.741821,-84.368544,"Bar or Pub,Late Night",,2020-01
zzw-222@8g6-x46-7h5,The Pointe,,33.66563,-84.016897,"Bar or Pub,Late Night",,
222-224@8g6-ybf-zj9,Fire Lounge,,34.039132,-84.054699,"Bar or Pub,Hookah,Late Night",,
222-222@8g7-478-dsq,V Live Atlanta,,33.789491,-84.428187,Late Night,,2022-09
222-222@8gb-7gh-g8v,Runaround Sue's,,33.976855,-84.555143,"Bar or Pub,Late Night",,2022-04
zzw-222@8g7-479-wx5,Community Smith,,33.778214,-84.388289,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,2021-10
222-222@8g6-x8s-rtv,My Parents' Basement,,33.775601,-84.272346,"Arcades,Bar or Pub,Late Night",,
zzw-222@8gb-5jg-rzf,Herring Frank,,34.03135,-85.07039,Late Night,,
222-225@8g6-ssk-w6k,Cornerstone,,32.556719,-83.663709,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-222@8g8-4zc-zmk,Bahama Bob's,,32.496486,-83.730228,"American Food,Bar or Pub,Karaoke,Late Night",,2022-12
222-222@8g6-ym4-mff,Tattletale Lounge,,33.811867,-84.366401,"Adult Entertainment,Bar or Pub,Late Night",,
223-223@8g7-46r-bzf,The Social House,,33.755699,-84.377344,"Bar or Pub,Cocktail Lounge,Late Night",,
222-222@8g7-46m-whq,Sleazy & Zino Bistro & Bar,,33.759393,-84.384431,"Bar or Pub,Late Night",,2020-01
zzy-222@8gd-q5y-6x5,Tybee Time Sports Bar,,31.991526,-80.847432,"Bar or Pub,Late Night,Sports Bar",,
222-224@8g7-3zz-pd9,SandTown Pub,,33.699659,-84.578333,"Bar or Pub,Late Night",,
224-222@8g7-46z-6ff,Lava Lounge,,33.785497,-84.385704,"Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,2022-07
224-223@8g6-ymt-ysq,Pegasus Restaurant and Lounge,,33.843071,-84.326986,"Bar or Pub,Caribbean Food,Cocktail Lounge,Hookah,Late Night",,2021-10
225-222@8g7-njj-kpv,Normal Bar,,33.96336,-83.401377,"Bar or Pub,Late Night",,
224-222@8g6-ykx-bhq,Creative Visuals,,33.826553,-84.36772,Late Night,,
226-222@8g9-zfk-ysq,Cafe 293 West,,34.238199,-84.945547,Cafe,,2020-01
229-222@8g6-t89-3nq,The Hummingbird Stage And Taproom,,32.834823,-83.626737,"Bar or Pub,Late Night,Music Venue",,
228-222@8g7-2q3-q75,Exhibit Ale Grayson,,33.893416,-83.955336,"Bar or Pub,Late Night",,
228-222@8gd-q2q-c89,Lulu's Chocolate Bar,,32.080722,-81.096919,"Bar or Pub,Catering,Cocktail Lounge,Dessert,Late Night",,
224-222@8g6-t7z-hh5,Back Porch Too Lounge,,32.868797,-83.659228,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-222@8g7-453-kj9,Uniq Lounge,,33.746414,-84.699927,"American Food,Bar or Pub,Hookah,Late Night",,2022-12
zzw-223@8gd-q2q-8jv,Electric Moon Skytop Lounge Moon Deck,,32.083232,-81.095038,"Bar or Pub,Cocktail Lounge,Late Night",,
222-222@8gn-jcr-y7q,Cat Walk,,32.517744,-84.966424,Late Night,,2020-01
222-222@8g6-ym2-f2k,Rush Lounge,,33.828106,-84.345667,"Dance Club,Late Night",,2020-01
223-223@8g7-4qr-8gk,Crazy Horse,,33.625984,-84.39898,Late Night,,
222-222@8gd-q7b-5cq,Cheers To You,,32.013452,-80.988161,"Bar or Pub,Cocktail Lounge,Late Night",,
22b-222@8g7-bfw-zvf,Sharifa's Hookah Bar And Lounge,,33.474444,-81.96467,"Bar or Pub,Cocktail Lounge,Dance Club,Hookah,Late Night",,
246-223@8g7-46z-6ff,High Note Rooftop Bar,,33.786159,-84.385888,"Bar or Pub,Late Night",,
223-223@8g7-njq-wzf,Five and Ten,,33.941594,-83.387256,"American Food,Bar or Pub,Dessert,Late Night",,
22g-222@8g6-ykx-jn5,Sahara Hookah Lounge,,33.836669,-84.377087,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,2023-01
222-222@8g6-yc4-jsq,Craze Tavern,,34.014197,-84.164815,"Bar or Pub,Karaoke,Late Night,Sports Bar",,2020-01
22h-222@8g7-njn-d9z,Centro Athens,,33.958716,-83.373933,"Bar or Pub,Late Night",,
223-223@8gb-78s-whq,Downtown Axe,,33.924219,-84.843072,"Axe Throwing,Bar or Pub,Late Night",,
222-222@8g7-ccb-n89,Swainsboro Moose Lodge No 1930,,32.581419,-82.320254,"Bar or Pub,Late Night",,
zzw-225@8g6-y45-gff,Pepperoni's Tavern,,34.059492,-84.234459,"Bar or Pub,Italian Food,Late Night,Pizza,Sports Bar",,
223-222@8g7-4ds-kpv,Blue Flame Lounge,,33.785268,-84.491104,"Adult Entertainment,Late Night",,
226-22k@8g6-ykz-7kf,Burn Social Club,,33.84316,-84.381044,"Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,2020-01
zzy-223@8g6-t7f-dsq,Atlas Bar & Night Club,,32.846804,-83.689768,"Bar or Pub,Late Night",,
zzw-222@8g7-njj-hbk,Hi Lo Lounge,,33.963653,-83.400906,"Bar or Pub,Cocktail Lounge,Late Night",,
29s-226@8g7-475-brk,Saltyard,,33.804767,-84.394307,"Asian Food,Bar or Pub,Cocktail Lounge,Late Night,Tapas",,2020-11
zzw-228@8gm-jp3-7wk,Idle Hour,,33.03787,-85.032344,"Bar or Pub,Late Night",,2020-01
224-222@8gd-p4z-rzf,Sugar Magnolia Bakery & Cafe,,32.447918,-81.779925,"American Food,Bakery,Bar or Pub,Late Night",,
zzw-222@8g6-ymg-jy9,Cigar City Atlanta,,33.891194,-84.381707,"Bar or Pub,Cigars,Late Night",,2020-02
226-222@8g6-yjg-zzz,Tenacity,,33.868751,-84.355815,Late Night,,
225-222@8g7-46m-wx5,Pal's Lounge,,33.755737,-84.379323,"Bar or Pub,Cocktail Lounge,Dive Bar,Jazz and Blues,Late Night",,
zzw-227@8g7-njh-zfz,The Max Canada,,33.958326,-83.379233,"Bar or Pub,Dive Bar,Late Night",,2021-10
223-223@8g6-yjw-snq,Moondog Growlers,,33.938122,-84.380714,"Bar or Pub,Late Night",,
228-222@8g6-x3p-cbk,Luxor Lounge,,33.711588,-84.106414,"Bar or Pub,Cocktail Lounge,Late Night",,
224-223@8gn-jcc-dgk,Mickey's Pub,,32.464056,-84.925393,"Bar or Pub,Karaoke,Late Night",,2021-10
224-222@8g6-yjw-8qf,Flashers,,33.930361,-84.379949,Late Night,,2020-01
zzw-225@8g6-y4v-cwk,Atlanta Pool Leagues,,34.054102,-84.33605,"Late Night,Pool and Billiards",,
zzw-222@8gb-3bg-ht9,Canton Icehouse,,34.25453,-84.463103,"American Food,Bar or Pub,Dance Club,Late Night,Sports Bar",,
227-222@8gj-g6r-z75,809 Bar & Grill,,31.614507,-84.219334,"Bar or Pub,Late Night,Music Venue,Sports Bar",,
224-222@8g7-46s-nt9,Ideal Sportsbar,,33.702799,-84.38455,"Bar or Pub,Late Night,Sports Bar",,
