placekey,location_name,brands,latitude,longitude,category_tags,opened_on,closed_on
229-222@8gj-4mm-v9f,Billiard Academy,,30.83697,-83.979514,"Late Night,Pool and Billiards",,
224-224@8g7-479-xnq,Rooftop 866,,33.778448,-84.387818,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-222@8g6-x8p-wkz,Footprints Jamaican Restaurant & Lounge,,33.713587,-84.219497,"Bar or Pub,Cocktail Lounge,Late Night",,
225-222@8g7-474-9xq,Smith's Olde Bar,,33.797626,-84.368872,"Bar or Pub,Late Night,Music Venue,Pool and Billiards",,
226-223@8g7-46y-rhq,Caffeine Atlanta,,33.785907,-84.400469,"Bar or Pub,Cafe,Coffee Shop,Hookah,Late Night",,2021-10
224-223@8g8-4h3-wrk,Pops At the Top,,32.619279,-83.649433,"Bar or Pub,Late Night,Pool and Billiards,Sports Bar",,
227-222@8g7-86k-fvf,Sharifa Hookah Lounge,,33.464168,-82.09076,"Bar or Pub,Dance Club,Hookah,Late Night",,2020-01
224-223@8g7-47b-k4v,The Sun Dial Restaurant Bar & View,,33.759444,-84.388173,"American Food,Bar or Pub,Cocktail Lounge,Fine Dining,Late Night",,
224-222@8g6-ty2-8vz,BJs Billiards,,32.834213,-83.626051,"Late Night,Pool and Billiards",,
226-222@8gd-q2q-c89,The Rail Pub,,32.080756,-81.096314,"Bar or Pub,Late Night",,
223-223@8g6-ykk-qfz,Coronitas Bar & Grill,,33.930075,-84.268626,"Bar or Pub,Late Night",,
zzw-222@8g7-2f8-xt9,Paddys Irish Pub,,34.101033,-83.818583,"Bar or Pub,Irish Pub,Late Night",,
227-222@8gd-q2q-8qf,Feather & Freight,,32.082793,-81.094491,"Bar or Pub,Late Night",,2020-01
222-222@8g6-tpn-rff,A P's Hidden Hideaway,,32.787363,-83.652309,"Bar or Pub,Dive Bar,Late Night",,
229-222@8g7-4fk-dd9,Gizmos Sport Bar & Grill,,33.567473,-84.581024,"Bar or Pub,Late Night,Sports Bar",,2021-10
22h-222@8gd-q2v-h5z,Water Witch,,32.055756,-81.100683,"Bar or Pub,Cocktail Lounge,Late Night",,
222-222@8g7-47m-wx5,Club Bolts,,33.713841,-84.311814,"Dance Club,Late Night",,
228-223@8g7-485-cyv,Java Lords,,33.763773,-84.35085,"Bar or Pub,Coffee Shop,Late Night",,
22b-222@8g7-bfw-wzf,Edgar's Above Broad,,33.475049,-81.96276,"Bar or Pub,Late Night",,
zzw-227@8g7-482-xbk,Star Community Bar,,33.766253,-84.348831,"Bar or Pub,Late Night,Music Venue",,
222-223@8g7-48z-qmk,Boxcar,,33.729905,-84.418706,"American Food,Bar or Pub,Late Night,Wine Bar",,
zzw-223@8g6-xpb-gp9,Sudo Bar & Grill Ellenwood,,33.62223,-84.235966,"Bar or Pub,Late Night,Sports Bar",,
229-222@8gd-pwx-sqz,Jerry's Lounge,,31.99322,-81.10303,"Bar or Pub,Cocktail Lounge,Late Night",,
223-223@8gd-q2p-4gk,Bar At The American Legion Post 135,,32.064408,-81.09718,"Bar or Pub,Late Night",,
zzw-223@8gm-g7x-st9,Sutton's American Grill,,33.582885,-85.073716,American Food,,
225-222@8g7-479-x89,Aurum Lounge,,33.780699,-84.389692,"Dance Club,Late Night",,2021-10
22b-223@8g7-4br-8sq,The Vineyard Winemarket,,33.884206,-84.516242,"Bar or Pub,Late Night,Wine Bar",,
222-225@8g7-484-hqz,Madhouse Lounge,,33.776863,-84.353064,"Bar or Pub,Cocktail Lounge,Late Night",,2021-10
zzw-222@8gd-q79-bkz,The Islander,,32.01362,-80.983311,"Bar or Pub,Late Night",,
zzw-222@8g6-yk8-d5f,Eden,,33.887097,-84.254519,"American Food,Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
zzy-225@8gd-q62-jy9,Wet Willie's,,31.992316,-80.848409,"Bar or Pub,Cocktail Lounge,Late Night",,
223-222@8g7-47b-d35,The Atlanta Eagle,,33.772755,-84.377388,"Bar or Pub,Dance Club,Gay Bar,Late Night",,2021-10
223-222@8g7-84k-w6k,The Hideout,,33.511759,-82.045381,"Bar or Pub,Dive Bar,Late Night",,
22k-222@8gd-q2v-hh5,The Wormhole Music Club and Bar,,32.055254,-81.101351,"American Food,Bar or Pub,Dive Bar,Late Night,Music Venue",,
zzw-224@8g7-4cs-xdv,Burnin Hookah Lounge,,33.798804,-84.513538,"Bar or Pub,Hookah,Late Night",,2020-01
zzw-225@8g7-46n-cnq,Fuse,,33.747646,-84.401694,"Bar or Pub,Cocktail Lounge,Late Night",,2020-01
222-222@8g7-3yp-c5z,The Voo 2,,33.696187,-84.486763,"Bar or Pub,Cocktail Lounge,Late Night",,
226-224@8g6-ykz-bhq,St Julep,,33.839089,-84.375227,"Bar or Pub,Late Night",,
22b-226@8gb-qhg-rp9,Black Bear Bier Garten,,34.86807,-84.322398,"American Food,Beer Garden,German Food,Late Night",,
222-223@8g7-46z-9cq,The Consulate,,33.78194,-84.380211,"American Food,Bar or Pub,Cocktail Lounge,Gourmet,Late Night",,
22b-222@8g7-njj-33q,Cloud,,33.958085,-83.376191,"Bar or Pub,Cocktail Lounge,Late Night",,
224-222@8g6-x94-ysq,O'riley's Spirit & Food,,33.759254,-84.24146,"Late Night,Pool and Billiards",,
zzw-222@8g6-x4t-fpv,Dugan's,,33.692104,-84.071204,"Bar or Pub,Late Night",,
22d-222@8g6-xgt-gp9,Niko's Wine Corner,,33.864789,-84.016439,"Bar or Pub,Late Night,Wine Bar",,
zzw-223@8g7-474-b6k,The Hideaway,,33.797983,-84.371532,"Bar or Pub,Gay Bar,Late Night",,
222-223@8gj-6tp-5pv,Cafe Mist Hookah Lounge,,30.870349,-83.290112,"Bar or Pub,Hookah,Late Night",,2020-01
zzw-224@8g7-4cx-9vf,Riley's Showbar,,33.764703,-84.53299,Late Night,,2020-01
227-222@8g7-hh4-pqf,Maddy's Public House,,33.737426,-82.739711,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-224@8g7-4ps-rrk,Irish Bred Pub,,33.659891,-84.428115,"American Food,Bar or Pub,Irish Pub,Karaoke,Late Night",,
222-222@8gp-gdt-qj9,Log Cabin,,31.198398,-83.253479,"Bar or Pub,Late Night",,2022-08
222-223@8g7-48t-py9,Hot Jam Swings,,33.740007,-84.407454,"Dance Club,Late Night",,
zzw-222@8gn-jcj-fvf,Lil Kim's Cove,,32.453529,-84.991569,Late Night,,
223-222@8g6-xd3-kcq,Third Base Sports Grill & Bar,,33.632385,-83.97719,"Bar or Pub,Late Night,Sports Bar",,
224-222@8gd-pws-cdv,Shooters Lounge,,32.028241,-81.109978,"Late Night,Pool and Billiards",,2020-01
222-222@8g7-4bj-gc5,La Pura Vida,,33.898292,-84.496511,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
zzw-223@8gb-6rx-2tv,UnWine'd and Tap Acworth,,34.037586,-84.774508,"Bar or Pub,Dessert,Late Night,Tapas,Wine Bar",,
229-223@8g7-83s-nt9,Cork And Flame,,33.539982,-82.12754,"American Food,Bar or Pub,Late Night,Tapas",,
22k-222@8g7-bf4-bx5,After Three Club,,33.461434,-81.980789,Late Night,,
223-223@8gp-4yq-jsq,The Bistro & Brew,,30.784791,-81.610049,"American Food,Cafe",,2020-01
223-222@8gb-6yw-4gk,Marlow's Tavern,Marlow's Tavern,34.121116,-84.523133,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
225-222@8g6-ynx-rhq,Marlow's Tavern,Marlow's Tavern,33.978993,-84.427098,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
242-222@8g7-46m-vs5,The Royal Peacock,,33.755708,-84.381568,"Bar or Pub,Dance Club,Late Night",,
zzw-224@8g7-njn-d9z,Herschel's 34 Chicken & Ribs Kitchen,,33.958511,-83.374211,"Bar or Pub,Late Night,Sports Bar",,2020-01
22m-222@8g7-njj-2kz,Nowhere Bar,,33.958709,-83.377019,"Bar or Pub,Dive Bar,Late Night,Pool and Billiards",,
zzw-224@8g6-q3b-w49,Velvet Elvis Supper Club,,33.081371,-83.227768,"American Food,Bar or Pub,Late Night",,
222-222@8g7-4qp-fzz,Rumors,,33.647289,-84.36452,Late Night,,
228-222@8g6-x7f-9vf,Hahu lounge,,33.802166,-84.206702,"Bar or Pub,Hookah,Late Night",,
223-222@8gd-q79-7qz,Island Sports Bar & Grill,,32.015601,-80.980388,"Bar or Pub,Late Night,Sports Bar",,
zzw-223@8g6-yc6-26k,Bliss Bar and Lounge,,34.032814,-84.184916,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
zzw-222@8g6-x8q-8jv,Zanza,,33.71415,-84.218553,"Bar or Pub,Late Night",,
22q-222@8gd-q2n-kxq,Fifty One Degrees,,32.079896,-81.09343,"Bar or Pub,Dance Club,Late Night",,
zzw-223@8g7-njh-z9f,Iron Factory,,33.957944,-83.379979,"Karaoke,Korean Food,Late Night,Music Venue",,
22q-223@8gd-q2n-kvf,New Realm Distilling Company,,32.078589,-81.093176,"Bar or Pub,Brewery or Brewpub,Cocktail Lounge,Late Night",,2022-10
zzw-222@8g7-bg4-vvf,Capri Lounge,,33.455611,-81.968407,"Bar or Pub,Cocktail Lounge,Late Night",,
222-223@8gd-qbw-3dv,Top Deck Bar,,32.082031,-81.092844,"American Food,Bar or Pub,Cocktail Lounge,Late Night,Tapas",,
227-222@8gj-6tt-d35,Stogies Downtown,,30.830723,-83.278498,"Bar or Pub,Late Night,Wine Bar",,
222-222@8gb-ryz-kj9,Scott's On The Square,,34.298976,-83.827662,"Bar or Pub,Late Night",,
zzw-222@8g6-zq7-yy9,Chicago's Billiards,,33.602781,-83.840281,"Late Night,Pool and Billiards",,
zzw-226@8gp-vt5-vfz,Moonshiners,,31.216427,-81.495606,"Bar or Pub,Dive Bar,Late Night,Music Venue",,
225-222@8g7-4ps-s89,Kings Cigar Lounge,,33.659377,-84.428139,"Bar or Pub,Cocktail Lounge,Late Night",,
22f-222@8g7-4b5-z9f,Marlow's Tavern,Marlow's Tavern,33.859435,-84.480794,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
zzy-224@8gn-jck-kmk,Club Visions,,32.453249,-84.938708,"Bar or Pub,Karaoke,Late Night",,
223-222@8gp-vt9-rx5,Port City Billiards,,31.192344,-81.484081,"Late Night,Pool and Billiards",,2020-01
zzw-222@8gj-6tw-dqf,Mulligan's Sports Pub,,30.845895,-83.309896,"Bar or Pub,Late Night,Sports Bar",,
zzy-222@8g7-bfw-kfz,Sweetwater Bar,,33.47663,-81.967801,"Bar or Pub,Late Night",,
224-222@8g7-4rh-54v,Baby Grand Piano Bar,,33.610872,-84.470888,"Bar or Pub,Dance Club,Late Night",,2020-01
222-222@8g7-3d9-xqz,Memories,,33.503226,-84.237601,Late Night,,
227-222@8gj-6tw-dqf,Mill Town Groove,,30.845899,-83.309404,"Bar or Pub,Late Night",,2022-12
zzw-224@8g7-26y-mp9,Rushing Trading Company,,34.107143,-84.035168,"Bar or Pub,Brunch,Cocktail Lounge,Coffee Shop,Late Night",,
zzw-222@8g7-484-7wk,The Local,,33.774128,-84.362283,"Bar or Pub,Late Night",,
zzw-222@8g7-42m-jy9,29 Degrees Sports Bar & Grill,,33.633406,-84.491808,"Bar or Pub,Late Night,Sports Bar",,2020-01
zzw-22b@8g7-46n-w49,East Side Lounge,,33.740758,-84.346448,"Bar or Pub,Cocktail Lounge,Late Night",,2021-10
222-222@8g7-njh-zj9,Manhattan bar,,33.958894,-83.379076,"Bar or Pub,Cocktail Lounge,Late Night",,
zzw-222@8g7-37v-qs5,Dave & Buster's,Dave & Buster's,33.427,-84.189173,"American Food,Casual Dining,Dinner,Drinks,Late Night,Lunch,Sports Bar",,
222-225@8g6-ycn-8vz,The Chateau Wine and Cigar Bar,,34.070725,-84.165185,"Bar or Pub,Late Night,Wine Bar",,
224-224@8g7-453-kmk,Bonz,,33.747032,-84.700514,"Bar or Pub,Late Night,Sports Bar",,2020-01
zzw-227@8g6-ykz-bkz,Moondogs,,33.840783,-84.375372,"Bar or Pub,Dance Club,Karaoke,Late Night,Sports Bar",,
222-222@8g7-47p-jjv,Dra's Bar & Grill,,33.722138,-84.317582,"American Food,Bar or Pub,Late Night",,2022-12
223-222@8gn-jbh-jqf,Nonic Beer Bar & Kitchen,,32.470112,-84.993744,"Bar or Pub,Late Night",,
223-223@8g7-474-mc5,My Sister's Room,,33.784735,-84.384828,"American Food,Bar or Pub,Dance Club,Gay Bar,Late Night",,
zzw-225@8g7-4cx-9vf,Babes Pub & Pool,,33.765455,-84.533168,"Bar or Pub,Late Night,Pool and Billiards",,
222-223@8g6-y2m-y9z,W XYZ Bar,,34.039768,-84.307518,"Bar or Pub,Cocktail Lounge,Late Night,Tapas",,
22q-222@8gb-6yq-jvz,Barrel and Barley Craft Beer Market,,34.100908,-84.519792,"Beer Garden,Late Night",,2020-01
222-222@8g7-46w-8y9,Coco Loco,,33.715479,-84.345498,"Dance Club,Late Night",,2022-02
zzw-223@8g7-p3g-j7q,Butcher & Vine,,33.859176,-83.405968,"Bar or Pub,Catering,Late Night,Wine Bar",,2022-08
222-222@8g7-njg-9vf,100 Proof,,33.957782,-83.373767,"Bar or Pub,Dive Bar,Late Night,Wine Bar",,2020-08
zzw-227@8g7-4br-8sq,Locanda Firenze,,33.884145,-84.515814,"Bar or Pub,Coffee Shop,Italian Food,Late Night,Wine Bar",,2020-01
226-223@8g6-ym2-cqz,Arif lounge,,33.831322,-84.341565,"Bar or Pub,Cocktail Lounge,Late Night",,2021-10
zzw-225@8g6-yjj-x3q,Xperience Sports Bar & Lounge,,33.85864,-84.309192,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
223-223@8g6-ykw-vzz,Whisky Mistress,,33.841614,-84.371853,"American Food,Bar or Pub,Late Night,Music Venue",,
225-223@8g6-vfn-2c5,Aces Lounge,,32.53963,-82.903426,"Bar or Pub,Cocktail Lounge,Late Night",,2022-06
zzw-224@8g7-485-68v,8arm,,33.773815,-84.364198,"Bar or Pub,Cocktail Lounge,Japanese Food,Late Night,Wine Bar",,2022-12
22f-222@8g6-yjw-9j9,Clay's Sports Cafe,,33.932708,-84.380401,"Bar or Pub,Chicken Wings,Dive Bar,Late Night",,2021-10
22c-222@8g6-ykz-b49,Churchill's British Pub,,33.842624,-84.380263,"Bar or Pub,Late Night",,
222-222@8g6-y44-435,The Vintage,,34.06944,-84.27844,"Bar or Pub,Late Night,Wine Bar",,2021-10
zzw-227@8g7-3d2-87q,Big Ron's Cigar Bar,,33.527254,-84.272844,"Bar or Pub,Cigars,Late Night",,
226-222@8gd-q2q-c3q,Club One,,32.08157,-81.094852,"Bar or Pub,Dance Club,Gay Bar,Late Night",,
223-223@8g7-46r-bx5,Edgewood Speakeasy,,33.754142,-84.376894,"Bar or Pub,Late Night",,2021-10
223-222@8g8-f22-dy9,End Zone Sports Bar,,32.396981,-82.059901,"Bar or Pub,Chicken Wings,Late Night,Sports Bar",,2022-06
227-222@8gn-jbh-m8v,Martini's,,32.467063,-84.993702,"Bar or Pub,Cocktail Lounge,Late Night",,
227-222@8g6-x3z-bhq,Barnacles Sports Lounge,,33.696261,-84.092385,"Bar or Pub,Late Night,Sports Bar",,2021-11
zzw-224@8g6-yvc-5mk,Cultivation Brewery,,33.940926,-84.226981,"Bar or Pub,Brewery or Brewpub,Late Night",,
223-222@8g7-cc6-p35,Luh Buddy's,,32.604051,-82.336922,"Bar or Pub,Late Night,Sports Bar",,2022-07
22g-224@8g7-46n-cnq,Parlor,,33.747931,-84.401572,"Bar or Pub,Cocktail Lounge,Late Night",,
223-222@8gb-76z-qj9,Phoenix Bar & Grill,,33.909068,-84.780203,"Bar or Pub,Late Night,Sports Bar",,2021-10
zzw-222@8g6-ykz-9pv,Rise and Revelry,,33.837393,-84.377609,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,2020-01
222-222@8g7-479-wkz,The Daiquiri Factory,,33.77911,-84.386966,"Bar or Pub,Karaoke,Late Night,Pool and Billiards",,2020-07
223-222@8g6-ykz-6zf,Red Door Tavern,,33.841953,-84.379223,"Bar or Pub,Dive Bar,Late Night",,
222-222@8gb-rw3-gff,Revival Hall Taproom,,34.117126,-83.572938,"Bar or Pub,Late Night,Wine Bar",,
224-222@8g6-ypr-rc5,Suburban Tap,,33.981782,-84.426137,"Bar or Pub,Chicken Wings,Dive Bar,Late Night",,
zzw-222@8gm-gjs-s89,Country Club of West Georgia,,33.643615,-84.926044,Country Club,,
zzw-222@8gd-q3g-75z,Sunny's Lounge,,32.034962,-81.217719,"Bar or Pub,Late Night",,2020-01
zzw-224@8g6-ym3-x89,Whiskey Blue,,33.847749,-84.366317,"Bar or Pub,Cocktail Lounge,Late Night,Wine Bar",,
225-222@8g7-nmv-pn5,The Rail,,33.942687,-83.452054,"Bar or Pub,Late Night",,
224-222@8g6-nch-p7q,Hammers Rack & Cue,,32.846324,-83.205824,"Late Night,Pool and Billiards",,2020-01
223-222@8g7-n4y-7nq,Lake Oconee Bistro,,33.440296,-83.263753,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,
222-222@8g6-y3w-y5f,Cutters Cigar & Spirits,,34.09623,-84.280578,"Bar or Pub,Cigars,Cocktail Lounge,Late Night",,
223-222@8g6-yj7-fpv,Marlow's Tavern,Marlow's Tavern,33.891401,-84.323188,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
zzw-223@8g6-y44-3qz,Branch and Barrel,,34.070513,-84.277957,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,
225-223@8g7-njj-2rk,Walker's Pub,,33.958196,-83.375084,"Bar or Pub,Coffee Shop,Late Night",,
225-222@8gb-6yq-jvz,Truck & Tap Woodstock,,34.100345,-84.519934,"Bar or Pub,Late Night,Truck or Cart",,
222-222@8g6-yqm-6rk,The Rusty Barrel,,33.948241,-84.507048,"Bar or Pub,Burgers,Dive Bar,Late Night",,
222-222@8g6-x75-y5f,Marlow's Tavern,Marlow's Tavern,33.847072,-84.248652,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",,
228-222@8g7-njq-w6k,Aromas,,33.93897,-83.386166,"Bar or Pub,Dessert,Late Night,Wine Bar",,2020-01
224-222@8g6-y2m-m49,Dave & Buster's,Dave & Buster's,34.043882,-84.293357,"American Food,Casual Dining,Dinner,Drinks,Late Night,Lunch,Sports Bar",,
zzw-223@8gb-6xy-8n5,Tavern at Towne Lake,,34.118988,-84.553057,"American Food,Bar or Pub,Late Night",,
zzw-223@8g6-ytb-fvf,Dan Sung Sa,,33.958203,-84.130643,"Bar or Pub,Karaoke,Korean Food,Late Night",,
222-223@8g6-yv2-wp9,Barlow's Bar And Grill,,33.861744,-84.186719,"Bar or Pub,Late Night,Sports Bar",,2020-01
225-222@8g7-46n-vzz,Banshee,,33.739969,-84.345941,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,
222-222@8g8-5vc-g49,Sidney's Carry Out,,32.875177,-84.325562,"Bar or Pub,Late Night",,2022-12
222-222@8g6-ykz-qfz,Pink Pony,,33.834873,-84.337136,"Adult Entertainment,Bar or Pub,Cocktail Lounge,Late Night",,
zzw-222@8g7-4cb-psq,Colabbo Lounge,,33.906879,-84.489695,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
22c-222@8g6-t85-r6k,Lazy Susan Tapas Bar,,32.836098,-83.629083,"Bar or Pub,Cocktail Lounge,Late Night,Tapas,Wine Bar",,2022-06
zzw-223@8g7-n3g-zmk,Richard's Wine Bar,,33.455338,-83.2404,"Bar or Pub,Late Night,Wine Bar",,2021-12
223-224@8g6-y4w-mx5,Mirage Restaurant Bar & Hookah Lounge,,34.02287,-84.36183,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,2020-01
zzw-225@8g7-479-xwk,Blue India,,33.779629,-84.383752,"Bar or Pub,Cocktail Lounge,European Food,Indian Food,Late Night",,
229-222@8gd-q2q-bzf,The Bar Bar,,32.080583,-81.094732,"Bar or Pub,Late Night",,
22n-222@8gb-ryz-xkf,Downtown Drafts,,34.299425,-83.82632,"Bar or Pub,Late Night,Wine Bar",,
zzw-224@8g6-ykz-b6k,Atlas,,33.839828,-84.38229,"American Food,Bar or Pub,Cocktail Lounge,Fine Dining,Late Night",,
zzw-224@8g7-bfw-jgk,Studio Neighborhood Bar,,33.474862,-81.971987,"Bar or Pub,Late Night",,2022-06
223-223@8g7-478-nqz,Octane Westside,,33.779452,-84.410425,"Bar or Pub,Cafe,Cocktail Lounge,Coffee Shop,Late Night",,2021-10
227-222@8g7-bfw-kfz,The Loft of Augusta,,33.476688,-81.967928,"Bar or Pub,Late Night",,
22j-222@8g7-484-q2k,The Cavern,,33.782936,-84.354224,"Bar or Pub,Late Night",,2020-01
225-222@8g7-hh2-3kf,Vegas Sports Bar & Grill,,33.732382,-82.753647,"Bar or Pub,Late Night,Sports Bar",,
22c-222@8g6-yvb-j7q,45 South Cafe,,33.941681,-84.213109,"Bagel Shop,Bar or Pub,Coffee Shop,Late Night,Wine Bar",,
223-222@8g6-ykz-b49,Supply & Demand,,33.842693,-84.380297,"Bar or Pub,Late Night",,
25m-222@8g7-njh-zfz,Wayward,,33.957471,-83.379272,"Bar or Pub,Late Night",,2020-01
228-222@8g6-yk5-2tv,Luv 2 Lounge,,33.883557,-84.287838,"Bar or Pub,Cocktail Lounge,Late Night",,
224-222@8g6-tnk-3nq,Sparks Sports Bar,,32.823225,-83.698777,"Bar or Pub,Late Night,Sports Bar",,
223-222@8g7-473-6hq,Revel,,33.803628,-84.427437,"Bar or Pub,Cocktail Lounge,Late Night",,
22c-222@8g6-yvg-3kf,777 Lounge & Cafe,,33.915678,-84.259817,"Bar or Pub,Coffee Shop,Late Night,Smoothie & Juice Bar",,
224-222@8g7-njh-zxq,Go Bar,,33.960104,-83.382355,"Bar or Pub,Late Night",,2020-01
222-226@8g6-ssk-w6k,Charlie's Bar & Grill,,32.557084,-83.663601,"American Food,Bar or Pub,Karaoke,Late Night",,
225-222@8g7-47k-fj9,McGowan's Oakhurst Pub,,33.76018,-84.302287,"Bar or Pub,Late Night",,2020-01
zzw-224@8g6-ytb-s5z,Agit Lounge & Karaoke Bar,,33.962516,-84.131523,"Bar or Pub,Late Night",,2021-10
222-222@8g6-x78-pqf,The Other Bar,,33.848121,-84.227099,"Bar or Pub,Dive Bar,Karaoke,Late Night",,2020-01
223-222@8g7-26q-qcq,Pimenton Parrilla & Bar,,34.097663,-84.012525,"Karaoke,Late Night,Latin American Food",,
224-222@8gd-qbw-3dv,Kevin Barry's Pub,,32.081979,-81.092684,"Bar or Pub,Irish Pub,Late Night",,2020-08
226-222@8gb-6yp-py9,Century House,,34.099057,-84.51957,"American Food,Bar or Pub,Cocktail Lounge,Dessert,Late Night",,
224-222@8g8-7tz-z9f,Sound Factory Nightclub And Bar,,32.537793,-84.95305,"Bar or Pub,Dance Club,Karaoke,Late Night",,
223-222@8g7-3dy-f4v,American Legion Post 258,,33.496905,-84.343225,"Bar or Pub,Cocktail Lounge,Karaoke,Late Night,Non-profit",,
22m-222@8g7-46n-b6k,Lunacy Black Market,,33.752263,-84.395209,"American Food,Bar or Pub,Late Night,Wine Bar",,2020-01
22j-222@8g6-ycf-g6k,Local On North Duluth,,34.003417,-84.144338,"American Food,Bar or Pub,Late Night",,
zzy-222@8g7-njn-d9z,Allgood Lounge,,33.958438,-83.374827,"Bar or Pub,Cocktail Lounge,Late Night",,
223-222@8g7-46z-tqf,Bar Amalfi,,33.784223,-84.405477,"Bar or Pub,Cafe,Cocktail Lounge,Gelato Shop,Late Night",,2021-10
zzw-222@8gj-6ry-ffz,Cuz's Sports Bar & Grill,,30.92045,-83.254282,"Bar or Pub,Late Night,Sports Bar",,
22b-223@8g7-474-ks5,TEN Atlanta,,33.781524,-84.380836,"American Food,Bar or Pub,Dance Club,Gay Bar,Late Night",,
223-222@8g6-yth-r6k,Soosanghan Pocha,,33.947224,-84.131929,"Karaoke,Korean Food,Late Night",,2021-10
224-223@8g6-x93-td9,The Corner Pub,,33.773283,-84.285641,"American Food,Bar or Pub,Late Night",,
229-222@8gd-q2n-m49,HangFire,,32.079784,-81.092996,"Bar or Pub,Dive Bar,Late Night",,2020-01
228-222@8g6-yjf-2tv,Olde Blind Dog Irish Pub,,33.869611,-84.336842,"Bar or Pub,Irish Pub,Late Night",,2022-06
222-222@8g6-ym5-59f,Gold Room,,33.820987,-84.368461,"Bar or Pub,Cocktail Lounge,Dance Club,Late Night",,2022-08
222-222@8g8-7t6-6c5,Big Eddy Club,,32.545643,-85.018948,Late Night,,
zzw-224@8g6-ykp-yy9,Red Fox Billiards Club,,33.907711,-84.288051,"Bar or Pub,Late Night,Pool and Billiards",,
227-222@8g7-bfw-z9f,Tipsey McStumbles,,33.473903,-81.963431,"Bar or Pub,Late Night",,
222-222@8g6-ytr-5cq,Gold Dust Bar and Grill,,33.867326,-84.19121,"Bar or Pub,Late Night,Sports Bar",,
228-222@8gp-f4z-fpv,Traffic Light,,31.217268,-82.360996,Late Night,,
223-222@8g6-ybb-cqz,American Redemption,,34.066173,-84.070523,"Bar or Pub,Late Night",,2020-01
zzw-225@8gd-qbg-975,King's Inn,,32.040841,-81.064981,"Bar or Pub,Dive Bar,Late Night",,2020-01
22c-224@8g6-ykz-99f,Holeman & Finch,,33.815967,-84.390221,"Bar or Pub,Cocktail Lounge,Late Night",,2021-10
zzw-222@8gd-q2q-bzf,Pour Larry's Bar,,32.080905,-81.094537,"Bar or Pub,Dive Bar,Late Night,Sports Bar",,
zzw-22d@8gd-qjq-q9f,Southside Billiard Club,,31.981949,-81.167299,"Late Night,Pool and Billiards",,2020-01
224-223@8g7-46n-89z,Chic Restaurant & Lounge,,33.750753,-84.396265,"Bar or Pub,Hookah,Late Night",,
224-222@8gj-g7n-z9f,Sports Zone,,31.567632,-84.176724,Late Night,,2020-01
227-222@8g6-ykz-6zf,The Dive Bar,,33.842087,-84.379249,"Bar or Pub,Dive Bar,Late Night",,
229-225@8gb-3bm-hh5,The Study,,34.237001,-84.489526,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,2020-01
22n-222@8g7-485-5fz,CRU Urban Lounge,,33.771787,-84.368198,"Bar or Pub,Cocktail Lounge,Hookah,Late Night",,
zzw-222@8g7-pw2-kzz,Washington Wilkes Country Club,,33.701483,-82.693842,Country Club,,
zzw-222@8g6-z6t-8qf,Monroe Golf & Country Club,,33.770215,-83.726176,Country Club,,
228-222@8gd-qbw-2tv,Bay Street Blues,,32.080557,-81.090638,"Bar or Pub,Dive Bar,Late Night,Music Venue",,
224-222@8g6-xhp-pvz,Jack's Sports Bar & Grill,,33.825615,-84.113676,"Bar or Pub,Late Night,Sports Bar",,
223-223@8gm-jrc-bx5,The 104 Pub,,33.02114,-85.079951,"Bar or Pub,Late Night",,
229-222@8g7-4c9-7dv,Burn By Rocky Patel,,33.889402,-84.470206,"Bar or Pub,Cigars,Cocktail Lounge,Late Night",,
246-222@8g7-46z-6ff,AC Lounge,,33.786125,-84.385909,"Bar or Pub,Late Night",,
223-222@8g6-x8f-8jv,Juicy Joint,,33.737451,-84.253681,"Bar or Pub,Cocktail Lounge,Late Night",,
226-223@8g7-479-xwk,Hi Five Diner,,33.779281,-84.383811,"Bar or Pub,Cocktail Lounge,Coffee Shop,Diner,Late Night",,2022-12
222-222@8gn-jbh-hnq,River & Rail,,32.469808,-84.992715,"American Food,Bar or Pub,Cocktail Lounge,Late Night",,2020-01
225-222@8g6-ymj-8qf,Main Stage Gentlemen's Club,,33.899045,-84.380477,"Bar or Pub,Late Night",,
zzy-223@8g7-46r-7t9,The Locker Club,,33.754099,-84.371618,"Bar or Pub,Cocktail Lounge,Late Night",,2023-02
